CO_sensor,NMHC,NOx,NO2,O3_sensor,temp_C,humidity,abs_humidity,CO_level
949.9,,145.4,117.2,1017.5,20.7,29.6,1.702,6.569
1624.6,40.3,295.9,80.1,889.6,14.8,82.4,0.724,9.037
1382.5,107.0,78.4,120.8,679.9,13.3,21.5,0.616,4.957
1013.6,151.2,91.6,116.7,725.0,25.8,83.9,1.737,6.53
697.5,169.3,134.9,166.6,1167.9,1.2,41.4,1.853,5.058
539.3,160.9,244.1,97.2,1645.2,7.1,27.7,1.105,6.732
1427.3,156.4,125.6,112.7,957.1,17.4,89.2,1.231,7.117
486.5,80.3,236.0,42.7,904.6,1.0,72.1,1.604,6.737
532.6,105.3,145.3,146.8,669.6,11.4,57.1,0.79,5.12
2025.9,13.5,177.8,106.1,282.6,18.1,47.6,0.522,6.614
920.5,114.1,89.8,121.0,1125.1,25.5,37.9,1.78,6.576
1830.0,104.4,76.9,135.3,571.1,25.8,61.8,1.484,6.508
858.3,223.7,322.0,123.0,271.0,23.1,51.4,1.522,10.263
1498.8,,110.2,75.7,1445.1,4.7,55.5,1.367,5.143
1107.0,,5.1,159.2,1267.8,8.7,52.3,1.341,4.105
721.0,4.4,226.1,121.4,309.4,16.1,65.0,1.962,7.6
642.7,100.5,335.6,96.0,1770.2,27.0,84.7,1.445,10.364
110.1,446.8,3.9,135.1,358.3,23.6,86.7,0.71,4.025
600.3,266.3,328.1,125.1,361.1,19.2,78.5,0.901,10.26
1274.5,117.4,55.6,79.3,246.2,1.2,38.8,0.916,3.541
969.4,288.5,127.6,153.5,740.9,24.2,37.3,0.814,6.963
771.5,288.4,130.1,153.4,1339.9,13.4,60.4,1.796,6.847
952.6,653.0,167.4,16.9,315.3,12.1,88.2,1.281,6.746
1379.6,92.8,333.4,43.1,656.1,24.1,58.6,1.217,10.725
445.6,204.8,106.4,29.9,1023.8,12.0,27.8,1.98,5.178
1136.8,,172.9,24.7,709.5,19.8,80.6,0.561,8.027
399.6,67.9,86.6,155.7,901.7,19.4,72.3,1.175,5.79
115.0,357.8,500.3,56.8,1232.8,32.8,36.7,0.821,15.0
752.2,125.0,116.0,147.8,691.4,14.0,64.1,1.141,5.352
804.8,183.5,91.3,121.6,561.3,24.3,35.7,0.743,6.694
866.5,211.4,133.7,113.6,1044.4,8.7,49.8,0.716,5.67
956.6,269.9,143.5,72.3,906.2,19.3,36.6,0.901,6.46
1208.2,254.8,116.8,59.7,1162.7,15.0,61.8,0.687,5.916
699.9,324.2,40.1,60.3,1216.4,19.2,41.2,1.922,4.513
462.9,219.1,15.9,130.2,215.1,19.9,31.8,0.688,4.424
1427.8,6.8,69.7,115.7,619.2,27.6,24.2,1.199,5.716
1503.4,31.2,423.7,45.5,708.4,19.0,64.2,1.669,12.577
1078.2,360.1,146.0,167.7,754.0,10.7,61.8,1.767,4.882
1179.7,301.4,18.2,87.0,1502.9,5.1,33.6,1.941,2.801
1394.8,281.8,258.9,106.1,75.2,13.4,20.2,1.334,8.295
1398.8,34.7,54.0,138.4,727.6,26.2,29.5,0.968,6.044
513.3,,325.4,41.2,530.0,22.6,41.4,1.457,11.118
901.6,182.6,,25.5,1256.8,15.2,56.6,1.391,7.374
330.7,218.9,97.3,56.4,593.5,13.3,82.0,1.385,5.347
1106.1,155.9,19.0,159.7,1436.6,16.7,34.7,1.034,3.434
1236.6,299.0,458.8,100.7,877.4,8.3,35.1,1.818,12.654
447.1,12.3,248.3,154.8,804.2,20.6,79.1,1.332,8.461
1260.1,46.5,31.4,23.3,687.6,20.8,55.6,1.407,5.395
1377.2,90.4,44.0,90.3,766.8,29.8,68.4,1.149,6.677
1596.1,,286.2,40.2,254.4,24.5,44.3,0.849,10.678
935.6,331.1,166.4,151.7,372.3,1.1,78.7,0.837,5.609
1189.6,76.6,214.8,78.1,685.8,26.8,51.5,1.447,8.96
1527.3,95.5,89.1,46.4,1155.7,20.4,83.2,0.519,5.83
526.0,351.9,111.3,83.0,1250.8,16.4,48.0,1.899,5.397
943.0,236.8,,14.2,289.2,19.2,76.6,1.154,7.504
483.4,121.1,299.9,101.3,1230.7,19.9,23.9,1.79,10.454
1017.4,46.0,45.5,40.9,980.7,23.7,67.8,1.148,4.588
908.2,138.6,110.2,43.1,1127.2,14.2,29.9,0.676,6.499
743.3,,316.1,98.7,858.6,25.1,82.8,0.659,12.186
1246.0,172.7,246.7,8.5,1242.3,39.8,87.5,0.502,11.159
695.3,240.1,152.2,81.2,638.1,9.7,42.5,0.935,6.461
840.4,221.1,,71.2,845.6,12.8,59.4,1.148,7.088
1446.8,258.2,178.7,166.0,513.6,17.7,48.0,0.536,7.047
1807.3,123.4,157.0,134.1,349.6,6.6,62.9,1.181,5.911
1572.5,,290.3,59.3,275.9,16.7,44.8,0.695,9.641
1105.0,119.2,118.0,56.2,626.4,25.7,77.3,1.31,7.003
1293.6,,206.3,119.3,905.2,17.7,22.2,1.423,9.06
1117.6,89.5,334.3,99.1,1196.2,7.6,71.9,1.262,10.415
190.5,99.6,115.8,166.5,1338.5,25.4,21.0,1.276,7.094
352.8,,425.0,110.7,1734.7,20.5,87.4,0.744,11.704
886.2,143.5,442.4,111.1,736.0,22.7,22.8,1.398,13.05
1768.4,,,133.8,678.6,23.2,75.7,1.965,8.112
523.3,163.3,232.4,179.4,2143.8,25.2,69.0,1.964,9.522
1291.8,74.6,163.4,105.8,920.0,17.9,80.3,1.024,6.571
500.7,,109.4,139.1,532.8,20.6,29.0,1.593,7.155
1364.7,204.8,169.8,97.8,624.1,21.8,44.8,1.162,6.775
1223.4,203.7,332.2,62.6,666.5,21.0,26.0,0.707,10.565
494.7,154.2,19.4,133.7,1132.3,17.0,40.2,1.611,4.315
1046.4,467.5,212.4,68.0,817.3,20.5,62.7,1.016,7.265
1262.0,198.3,295.4,40.6,786.7,6.0,87.9,1.641,7.639
1092.0,449.1,55.2,79.0,1241.5,23.5,37.8,1.069,5.233
1477.5,153.7,171.6,128.8,792.4,18.9,43.8,0.763,7.419
1286.9,229.4,304.3,96.5,780.5,13.5,48.6,1.78,9.311
1739.0,27.4,259.3,165.5,609.5,5.1,22.1,0.578,7.037
1633.7,71.8,106.8,146.9,1270.9,19.2,68.2,1.048,5.764
1199.6,273.3,39.5,218.3,1234.6,8.9,28.8,1.509,3.709
1329.9,392.2,6.8,94.2,1017.0,9.4,81.5,1.83,4.117
915.3,201.9,169.9,131.2,863.7,1.1,49.0,0.742,5.02
1166.6,565.2,247.8,176.7,1324.3,28.4,81.2,0.644,9.709
1268.8,240.4,167.8,25.7,348.5,6.8,71.4,0.953,5.491
781.8,82.2,60.8,171.9,1333.8,29.3,74.5,0.884,5.951
1612.2,244.2,258.5,21.0,1066.6,29.0,46.3,1.541,10.184
847.5,40.3,161.3,172.6,512.8,15.1,76.9,0.856,6.007
1122.7,299.8,43.5,119.1,282.1,16.0,59.3,1.436,5.22
927.3,287.9,7.3,93.4,673.8,18.9,31.8,1.484,2.996
1588.2,175.7,,47.8,858.1,12.1,82.5,1.708,6.498
449.0,31.7,121.3,35.0,1209.2,16.3,48.5,1.405,6.147
488.4,155.1,124.5,83.7,1167.8,11.4,82.8,1.881,5.244
762.3,188.6,414.5,76.4,1098.2,10.8,60.3,1.538,11.957
849.0,329.7,240.1,64.0,1196.5,33.1,23.6,0.864,9.982
1022.0,38.4,214.5,77.9,1387.4,21.4,74.9,1.91,8.704
488.8,79.8,,140.3,1601.9,23.0,21.8,0.785,8.752
1100.7,406.3,247.4,181.5,707.8,15.1,26.9,0.779,8.414
481.7,490.4,107.8,80.1,878.2,12.7,43.6,1.613,4.627
1054.2,,,103.9,484.6,9.4,64.2,1.279,6.403
1476.3,397.1,407.8,46.5,886.3,21.6,50.0,0.74,12.455
1343.2,149.5,14.4,83.5,604.3,13.0,47.8,0.671,3.45
860.7,83.6,41.9,66.9,1433.8,23.9,50.0,0.754,5.04
756.6,24.5,420.0,139.4,886.0,13.7,28.9,1.89,11.782
2027.9,10.3,145.8,55.0,481.1,24.0,68.9,1.38,7.823
1276.1,74.8,241.0,121.5,673.5,23.0,34.1,1.594,9.667
1261.5,79.4,116.0,53.6,759.6,35.2,50.5,0.692,7.826
1404.4,,236.1,190.0,407.3,13.0,87.9,1.069,8.357
1228.2,9.3,4.4,138.7,920.7,14.7,84.9,1.335,3.54
1225.3,52.2,229.9,104.8,1335.5,17.5,73.8,1.265,8.444
1142.8,391.4,172.9,152.6,330.8,27.2,82.0,1.059,9.017
1130.3,168.4,134.2,143.2,1043.8,18.8,68.0,0.644,6.06
889.4,204.7,173.9,131.3,63.2,8.3,77.4,1.524,6.677
972.4,145.5,1.2,46.1,1164.4,29.0,37.4,1.397,4.701
1612.8,78.0,23.3,158.2,538.5,8.7,51.8,1.131,3.685
1343.5,18.3,111.9,156.4,1398.6,18.0,40.1,1.891,6.556
675.1,63.4,193.3,77.6,1247.7,12.0,22.7,1.634,7.774
1375.4,272.6,326.9,131.5,1067.2,12.1,36.8,1.047,9.946
974.9,372.3,315.1,2.9,839.2,10.0,37.9,0.579,9.384
707.4,19.5,342.6,11.3,573.8,24.9,67.9,1.701,11.217
1170.9,114.3,119.6,98.0,1008.5,17.4,44.0,1.16,4.868
662.6,76.6,,149.9,920.3,14.7,35.1,1.208,7.469
642.8,167.2,252.0,120.6,1039.8,27.2,20.9,1.381,9.941
1517.2,,184.8,99.1,571.6,26.6,48.0,1.491,7.912
515.4,191.3,121.4,108.7,1410.0,17.5,74.0,1.413,6.675
1084.7,128.0,305.6,107.1,1482.8,13.7,63.9,0.922,9.492
1356.6,101.5,455.4,65.1,755.3,11.6,82.8,0.767,12.752
676.1,171.5,68.9,137.5,905.5,20.1,60.2,0.542,5.159
1445.0,137.4,404.0,131.5,928.2,6.3,23.3,0.52,10.303
1253.9,27.9,124.9,191.2,954.6,16.0,50.5,1.833,5.834
2382.3,318.9,198.3,135.2,612.7,5.7,49.4,1.992,7.319
1067.8,129.2,152.4,216.5,1101.9,13.7,79.5,1.036,5.526
1758.9,229.2,5.3,76.9,497.8,31.8,66.0,0.82,5.038
527.9,503.8,204.7,159.9,998.2,16.7,38.6,1.099,7.772
694.4,527.9,255.7,191.0,171.2,28.4,69.1,0.655,10.136
1453.8,99.5,88.4,34.6,1135.1,15.9,78.2,1.445,5.487
789.1,295.6,135.5,42.5,992.7,25.7,24.0,0.838,7.775
824.2,113.6,202.0,111.1,672.8,7.4,70.5,0.976,6.856
1764.8,215.6,359.1,128.5,1056.9,12.0,75.7,1.783,9.722
1283.7,382.9,164.3,200.5,1478.7,28.1,45.3,1.354,8.605
1230.0,294.4,94.5,74.9,1487.5,16.8,86.6,0.702,5.734
1127.9,,304.5,3.7,1124.3,11.4,78.3,0.643,9.122
1167.1,354.3,145.1,113.9,1096.8,22.3,38.4,1.481,8.191
312.8,54.8,120.3,102.9,1319.1,17.2,47.5,0.744,5.623
1078.6,198.6,153.3,123.3,1242.0,24.2,83.6,0.795,7.628
734.2,293.4,120.3,56.4,579.9,7.9,78.3,1.403,5.289
1419.0,305.9,161.0,10.7,1052.9,16.2,76.5,1.866,6.03
728.8,188.9,228.0,189.7,792.6,18.0,88.0,1.312,7.793
789.2,12.4,356.8,132.7,1586.2,28.6,25.2,1.202,12.073
465.9,3.0,147.5,190.1,1162.0,22.8,24.4,1.788,7.337
1263.8,105.2,108.4,38.0,819.6,9.9,50.5,0.94,5.374
1581.9,291.1,386.6,107.9,834.4,22.5,83.9,0.552,11.926
651.6,197.1,120.9,141.3,357.1,-4.2,57.3,1.337,3.809
742.5,324.7,346.5,152.2,960.8,8.7,85.4,0.698,10.299
1408.5,509.5,,172.0,693.7,23.5,30.9,0.591,6.745
983.9,154.2,388.0,53.5,977.9,22.7,71.6,0.646,12.601
1094.1,199.0,223.7,96.8,1921.5,11.9,42.6,0.665,7.19
1217.8,411.2,356.9,137.4,890.2,8.7,67.4,1.483,9.703
910.0,46.8,227.4,109.8,389.0,24.2,50.0,1.374,8.999
859.2,,347.4,6.3,758.7,24.0,41.3,0.98,11.232
636.1,154.3,442.5,131.9,887.9,20.9,79.9,0.865,12.654
596.6,,282.6,122.5,780.3,17.8,47.3,0.501,10.081
247.6,344.9,322.6,76.5,991.0,11.9,36.0,0.738,10.304
1065.5,407.0,88.9,110.0,888.2,21.8,30.6,1.363,7.284
1065.3,337.1,180.3,3.4,1061.4,10.6,32.4,1.335,6.898
1186.7,1.2,13.9,185.5,995.1,11.3,56.6,1.605,3.253
1354.9,,256.6,103.2,1469.1,10.9,23.8,0.549,8.338
1091.9,351.4,304.6,63.3,1153.2,24.7,25.3,1.693,11.52
444.4,291.3,9.4,188.6,1312.0,22.4,51.6,1.373,4.546
725.7,337.1,444.4,18.7,644.6,9.1,69.1,0.909,11.534
604.4,267.6,122.8,73.8,1146.3,9.5,68.2,1.153,5.167
615.4,97.8,327.1,163.7,1153.1,34.7,83.0,1.699,11.975
1226.5,243.8,137.3,52.0,528.9,29.9,55.4,1.229,7.555
1027.3,282.6,144.9,69.0,716.4,8.5,35.3,1.562,5.468
645.5,169.1,234.4,104.3,989.3,23.2,76.0,1.111,8.524
1293.1,4.0,181.5,130.7,983.6,-2.0,30.3,1.32,5.812
917.5,192.2,18.2,100.6,1037.1,12.1,67.2,1.749,3.22
704.1,344.9,297.0,114.9,885.4,4.2,68.9,1.245,8.026
1165.4,149.6,64.2,105.5,1004.9,10.4,33.5,1.345,4.43
1550.0,373.3,87.5,98.1,819.7,19.3,23.8,1.133,6.217
746.5,93.6,178.7,94.3,904.9,21.9,33.1,0.786,7.666
625.1,,313.7,94.1,1209.9,11.9,75.5,1.96,8.749
1179.4,195.6,203.1,89.0,775.4,27.0,78.4,0.531,8.339
1071.3,,122.9,1.3,1210.5,17.1,38.3,0.686,6.632
828.4,258.6,261.8,193.0,1053.9,26.4,56.4,1.569,9.149
758.6,164.8,232.4,39.6,1421.7,9.8,23.9,1.611,7.266
1059.7,217.9,115.2,71.5,1008.8,1.1,33.6,0.735,3.338
535.1,156.6,156.9,160.2,1161.6,23.8,59.7,1.451,6.655
835.6,110.8,384.3,194.9,396.3,6.3,36.3,1.827,9.628
722.8,316.6,90.2,155.2,533.6,44.9,23.6,1.701,8.424
633.5,467.9,292.6,130.7,999.9,1.4,82.3,0.507,7.473
1100.2,561.0,,116.6,1234.3,28.5,36.3,0.561,7.984
1741.7,154.5,20.4,84.1,1034.8,31.0,74.4,1.2,5.212
380.8,104.5,101.0,131.8,764.7,24.4,49.6,1.028,7.224
1346.3,95.4,65.4,155.3,526.0,21.7,69.4,0.64,5.019
1038.2,247.1,33.0,151.6,818.0,13.4,44.9,0.789,4.344
577.8,456.0,147.4,155.5,1082.8,22.4,62.2,1.914,8.212
854.6,125.6,250.2,74.5,1015.9,18.0,66.0,1.052,9.221
2371.8,326.3,382.5,101.6,1207.9,5.1,28.7,0.832,9.923
180.9,,168.0,7.4,852.3,7.3,81.9,0.743,5.901
1474.6,43.1,2.8,166.4,945.8,13.7,44.7,1.385,3.667
1168.0,262.8,189.6,96.2,365.4,21.5,75.1,1.197,8.381
638.9,153.4,171.9,11.4,644.0,36.6,58.7,1.012,8.632
1198.6,8.8,167.8,112.8,1341.5,15.0,32.8,1.052,6.391
1170.4,10.2,208.9,156.7,1135.5,11.8,44.9,0.803,7.751
975.1,259.3,495.2,95.9,1247.5,19.4,26.0,1.62,13.611
875.0,180.0,265.8,123.9,740.3,21.5,39.0,1.623,9.475
843.1,40.8,42.8,74.4,1457.5,17.5,34.5,0.549,4.984
1119.8,47.7,195.9,54.3,1014.0,23.0,39.2,0.823,8.285
1208.0,58.2,53.6,121.7,662.1,26.4,76.2,0.592,5.998
1392.1,160.6,258.6,58.2,1048.1,7.7,25.6,0.632,7.777
936.1,248.6,183.1,103.3,1169.6,16.8,64.2,1.936,8.06
1143.6,313.1,9.8,38.2,1091.2,27.5,44.8,1.183,4.836
484.0,492.6,138.1,93.9,653.6,7.6,53.9,0.799,5.737
306.3,263.5,168.6,138.8,911.4,15.7,34.9,1.948,6.843
827.3,54.9,457.0,34.8,1265.5,11.0,86.7,1.214,12.697
535.8,259.7,56.9,78.6,755.8,28.0,66.5,1.528,5.64
996.4,131.0,199.8,59.3,942.2,7.2,34.1,1.936,6.855
1165.1,118.6,208.1,152.8,541.8,23.4,54.3,1.895,8.16
1033.8,171.3,133.2,100.3,1223.5,25.0,30.9,1.947,6.943
793.2,306.9,132.1,96.3,699.7,26.6,83.7,1.759,7.712
660.7,297.7,29.6,90.7,1521.9,16.6,53.0,1.551,4.123
1283.7,111.2,237.9,69.1,1200.6,14.6,25.2,0.814,8.202
1433.1,151.9,113.0,19.7,870.9,19.5,30.6,0.774,5.892
1003.9,334.7,92.7,84.6,216.9,30.5,54.9,1.029,6.606
692.5,,303.5,146.5,882.8,15.9,33.8,1.851,10.845
1300.1,382.1,290.9,72.4,86.2,11.4,69.8,0.871,9.509
500.7,245.9,358.8,128.2,728.2,26.7,49.8,0.815,11.893
574.4,222.2,,27.4,1558.0,9.9,59.5,1.364,6.28
1257.6,,427.4,170.9,836.6,25.3,63.3,0.847,12.736
358.5,,30.1,182.6,687.2,20.4,86.4,1.369,3.937
490.1,554.0,100.0,127.1,762.0,24.6,85.3,1.477,7.687
1482.8,49.2,108.9,105.6,1044.0,4.9,46.3,1.031,4.207
346.4,259.7,22.2,55.1,936.6,11.6,82.7,1.182,3.071
870.0,269.2,372.4,0.7,1633.8,13.2,89.6,1.201,10.787
1701.6,268.5,41.2,125.6,1060.3,16.5,81.6,0.681,3.577
1238.2,114.8,241.4,157.6,969.6,17.7,23.6,0.669,8.551
587.5,143.4,85.4,91.0,862.6,15.9,42.9,0.723,5.855
1141.1,84.7,161.0,110.5,858.0,15.5,27.7,1.636,7.053
1169.2,205.0,263.3,51.0,1472.9,3.6,67.9,1.652,7.681
559.1,264.3,59.4,119.7,1149.0,22.9,44.5,1.144,5.07
1210.2,12.9,256.2,150.8,446.6,9.4,33.2,0.541,7.724
1529.6,246.7,313.6,128.7,1164.6,23.1,34.5,0.521,10.298
1629.6,240.9,255.2,56.8,1252.9,4.0,46.3,1.939,7.135
1180.1,166.0,465.7,74.1,1616.0,20.4,61.7,0.843,12.765
1326.0,20.5,137.8,134.7,923.1,18.5,67.7,0.752,6.358
639.2,,229.2,70.7,810.3,18.0,21.5,0.627,8.826
1690.8,167.4,189.7,189.3,1303.0,9.5,88.7,1.549,6.574
647.6,102.3,349.9,215.3,844.3,28.5,22.9,1.591,12.006
729.7,112.7,241.4,86.4,1114.0,18.0,88.6,1.938,8.942
832.0,,196.1,236.0,1611.2,7.7,38.8,1.764,7.329
790.0,356.8,453.4,101.2,1005.6,26.2,82.5,0.537,13.014
533.9,,57.1,156.5,1154.8,10.2,81.6,1.72,4.376
886.8,102.9,294.4,114.4,825.2,15.7,53.9,1.951,9.444
1611.1,291.6,185.9,102.9,324.6,26.5,72.6,1.289,9.31
748.0,478.8,73.6,32.9,1247.2,18.7,66.5,0.746,5.541
766.8,222.7,167.2,90.4,1086.7,6.5,77.5,0.848,6.294
1564.0,326.3,307.6,188.0,1245.7,6.8,58.9,1.756,8.867
203.3,,174.7,127.1,569.3,11.1,43.6,1.95,6.15
1325.8,128.1,3.6,102.3,602.1,19.1,49.2,1.934,3.734
913.3,304.4,180.4,98.3,1054.3,19.1,29.8,1.244,7.635
1195.8,248.9,156.2,130.5,902.1,32.5,40.1,1.425,9.028
1121.6,245.8,304.5,101.0,477.1,6.6,87.7,1.503,8.414
1555.5,173.2,6.2,123.9,538.6,25.8,50.0,1.136,3.993
546.9,40.3,287.8,93.9,812.4,26.4,69.9,1.908,10.254
464.3,205.0,208.3,89.7,725.7,27.7,41.8,1.728,9.091
1144.2,370.9,123.2,49.4,494.0,7.9,70.4,0.702,5.091
550.1,3.3,142.5,189.4,605.4,15.2,53.4,0.699,6.61
1325.1,,130.6,48.7,876.1,18.6,75.2,1.341,6.944
1174.9,85.9,49.2,115.0,927.8,15.0,47.9,1.304,4.17
1135.7,184.7,294.9,77.4,504.4,20.0,87.5,0.528,9.649
730.9,302.5,133.5,73.1,1189.3,17.5,32.9,1.183,6.752
987.0,185.7,1.0,78.8,1067.5,27.9,55.4,1.922,4.451
906.1,440.0,152.0,69.4,948.3,24.7,31.5,1.168,8.254
1679.7,63.2,441.6,116.7,1289.2,6.0,38.4,1.508,11.822
889.3,284.3,347.7,141.0,1117.1,19.2,56.3,1.556,10.843
734.2,71.3,105.3,133.9,318.1,7.7,32.3,0.546,5.078
1408.3,51.6,74.6,10.0,389.5,5.1,27.6,0.918,4.268
622.3,443.5,,151.4,1194.7,17.5,79.3,1.907,8.036
1729.7,107.9,317.7,134.7,552.5,8.5,45.6,1.265,9.535
363.4,2.6,151.7,70.4,1078.4,28.7,69.8,1.968,8.025
1716.3,59.1,,135.3,1040.0,15.2,53.6,1.843,7.244
1003.5,330.1,345.9,151.7,833.5,30.0,72.2,0.921,11.351
836.1,396.2,94.5,84.6,481.5,21.2,38.3,0.9,6.283
1697.9,439.2,225.5,65.6,912.0,16.6,26.9,1.032,8.281
895.7,72.1,81.2,180.5,501.0,15.3,56.6,1.264,5.165
586.7,119.5,259.4,191.2,1148.6,7.3,64.4,1.845,7.771
975.7,192.7,212.9,141.9,1410.7,3.1,86.4,1.252,7.244
1252.4,77.9,120.8,162.1,779.3,15.4,74.1,1.675,6.221
969.0,200.7,17.3,107.7,980.8,20.2,81.2,1.368,4.503
883.2,117.1,12.4,153.5,1289.5,24.6,71.1,0.843,5.458
875.1,483.5,389.6,8.0,799.3,26.6,89.6,1.132,12.287
1232.7,66.1,356.3,135.5,674.2,6.2,71.8,1.119,10.016
534.4,144.4,573.7,134.4,1114.7,21.2,65.7,1.988,15.0
1179.7,497.2,0.8,134.5,390.8,14.7,42.2,1.325,3.017
1610.0,12.1,208.6,122.8,322.0,32.9,37.3,0.614,9.177
1567.4,187.7,100.5,123.2,312.8,35.9,39.5,1.362,8.135
1591.1,288.7,3.1,73.4,821.2,27.4,21.9,1.35,4.566
653.4,52.2,240.5,201.7,926.0,13.1,36.4,1.221,7.074
1670.3,324.8,431.2,182.4,684.0,3.0,40.0,0.981,10.441
941.2,104.3,202.4,218.7,505.6,9.9,26.0,0.872,6.412
1164.8,141.5,275.2,72.3,1004.2,17.6,20.8,0.808,8.633
1006.0,204.7,410.4,138.3,611.8,22.5,55.2,0.637,12.748
742.9,,120.6,142.5,1090.0,14.6,32.7,1.068,6.144
1063.3,3.2,68.1,1.7,1353.7,20.7,36.3,1.579,5.441
1316.3,28.6,381.6,99.6,1349.4,24.7,88.7,1.37,12.0
1227.7,308.4,114.1,117.4,1043.4,27.5,30.4,0.523,7.408
1160.1,239.7,434.6,118.6,975.9,8.9,23.5,1.751,11.88
673.8,62.4,227.8,60.1,770.9,18.3,77.8,1.1,8.121
938.9,113.2,209.8,153.0,1002.7,20.8,38.9,1.554,7.324
1103.5,233.0,281.8,117.8,1176.2,11.9,55.3,1.646,7.994
360.4,396.2,98.1,78.0,1275.5,19.7,78.3,1.215,5.441
1241.2,469.6,120.3,132.4,1382.6,26.9,55.5,1.689,7.917
1168.6,217.4,41.4,54.0,767.9,29.4,82.5,1.415,5.383
1573.6,114.1,41.1,119.5,1314.4,-4.2,66.5,1.695,1.882
826.4,,43.4,95.9,748.2,20.5,63.1,1.525,4.856
973.5,334.4,245.2,102.0,1136.5,20.3,73.0,0.746,8.838
998.6,8.1,168.7,67.1,865.0,24.4,35.3,0.861,7.734
1273.6,32.8,,46.2,578.7,24.0,32.0,1.137,7.385
822.7,127.6,39.6,42.9,1502.1,15.7,78.8,1.069,4.408
1498.7,26.8,382.0,38.5,1322.7,16.3,83.0,0.966,10.66
910.4,339.4,420.3,105.6,411.6,21.4,31.2,1.195,11.863
1092.0,154.3,161.7,121.3,1007.6,9.8,57.2,1.282,6.9
714.3,340.2,187.8,119.0,785.1,16.4,31.9,1.865,7.207
539.5,110.3,349.4,65.5,1045.4,17.7,22.1,0.95,10.912
953.4,441.3,373.2,40.2,1091.9,13.5,55.0,0.582,9.771
658.3,157.1,302.6,122.4,1191.8,8.1,62.1,0.97,9.032
592.2,63.3,329.7,120.4,549.9,19.3,52.8,1.574,10.515
985.1,284.4,24.9,155.2,250.0,22.8,74.7,1.073,4.637
464.7,12.0,69.9,41.6,1178.2,24.6,36.2,0.791,5.255
871.1,81.5,477.1,92.0,521.4,20.5,84.4,1.081,13.403
1010.6,,186.8,122.6,774.9,16.6,59.4,1.58,6.841
1428.3,211.6,177.7,25.3,887.3,19.4,57.3,0.64,7.294
945.1,335.4,389.5,92.1,825.2,11.3,51.7,1.543,9.903
1156.5,,83.5,14.8,1170.2,23.4,35.1,0.703,5.232
492.0,267.9,252.9,73.8,362.6,-0.8,39.8,1.97,6.239
500.4,534.8,470.3,169.3,533.5,13.9,58.7,1.166,13.172
1345.2,336.2,97.3,201.6,704.5,20.4,71.9,1.087,6.304
718.5,313.6,,107.2,803.3,12.4,29.9,1.378,6.448
605.3,62.0,37.2,117.9,394.7,16.1,56.6,0.717,3.241
595.5,71.2,115.0,102.3,1120.1,17.4,22.1,0.999,7.293
862.8,221.8,64.6,146.3,441.7,11.7,32.8,1.358,4.268
1255.3,144.8,238.5,142.8,472.2,11.1,76.3,0.604,7.855
126.6,244.3,186.2,25.0,1183.8,22.6,39.3,0.885,9.048
2051.3,375.7,448.7,128.5,780.0,23.7,39.8,1.246,13.671
1026.3,32.1,172.1,39.6,1280.0,14.8,57.2,1.51,7.188
652.3,370.4,235.9,158.5,205.8,11.9,46.0,0.968,8.217
933.8,222.5,195.2,156.7,659.2,17.9,78.9,1.438,7.743
611.5,,286.2,20.9,1256.1,8.5,51.8,0.877,8.166
1069.6,101.6,65.4,150.5,661.7,9.1,79.9,1.152,4.569
677.2,214.8,123.0,45.2,1094.3,11.8,20.6,1.134,5.104
1055.5,266.7,376.0,91.5,635.2,28.3,76.6,0.553,12.595
805.1,228.1,292.1,37.2,1054.9,12.4,22.0,1.91,9.327
1235.2,247.2,336.6,125.3,788.4,22.5,80.9,1.63,10.678
1687.8,83.7,129.0,178.6,1576.7,7.9,86.6,1.381,4.596
715.3,98.5,408.9,90.6,953.4,15.1,82.0,0.985,11.325
980.2,279.2,95.1,73.2,670.2,23.6,82.4,1.738,6.139
1265.1,296.7,98.6,98.2,554.1,19.1,58.7,1.557,5.595
1488.3,312.3,171.3,172.9,1122.3,14.1,86.3,0.709,7.396
1150.6,360.7,392.5,150.2,1288.1,16.4,28.4,1.346,12.372
699.8,191.7,87.0,169.5,589.8,32.5,27.8,0.896,6.596
518.2,451.4,11.1,98.4,1355.2,30.5,39.3,1.589,5.808
1108.3,266.7,379.4,7.8,1157.9,14.3,58.2,1.134,11.221
1268.8,141.6,79.4,10.5,923.3,15.6,31.8,0.881,5.632
1207.8,498.0,354.2,90.4,872.4,21.8,81.5,1.877,11.19
1259.0,0.2,79.8,29.6,1419.3,26.6,38.2,1.866,6.089
490.2,171.3,,135.6,1032.6,35.0,84.0,1.731,8.986
771.7,192.5,426.8,88.6,960.4,4.8,40.0,0.644,10.335
937.0,254.3,385.8,8.9,661.5,18.7,29.7,1.633,10.696
1098.3,57.5,407.9,117.1,880.9,11.0,72.0,0.622,11.29
1110.7,25.2,119.5,62.7,1588.9,24.6,23.6,0.657,7.046
1136.1,379.1,232.4,89.7,861.7,18.8,74.5,0.744,8.484
213.5,79.4,258.9,152.1,1442.0,23.5,85.4,1.534,9.402
471.2,,288.7,163.4,115.3,24.0,36.2,1.076,10.232
1020.3,133.4,191.0,164.6,718.9,24.7,76.9,1.765,8.854
1061.1,200.3,412.0,134.8,1175.0,18.3,84.3,1.619,12.798
937.1,49.7,,189.4,1114.7,22.0,42.6,1.651,8.605
