temperature,pressure,vibration,rotation_speed,tool_wear,material_type,operator_exp,shift,humidity,defect
99.9,187.9,4.11,1373,174,aluminum,senior,night,69.5,normal
86.0,192.6,5.32,1395,11,composite,senior,afternoon,56.1,normal
102.0,227.8,4.67,1595,42,steel,junior,afternoon,41.8,normal
83.4,191.0,5.78,1554,194,plastic,senior,morning,21.5,normal
79.3,212.1,1.84,1425,273,aluminum,expert,afternoon,60.0,normal
99.9,190.1,4.92,1522,110,plastic,expert,morning,61.8,normal
98.9,185.7,2.15,1597,89,plastic,senior,night,79.6,normal
85.8,246.1,4.12,1663,265,plastic,senior,morning,62.7,defective
88.4,163.8,4.52,1515,259,composite,senior,afternoon,69.2,defective
87.9,184.7,4.94,1532,267,steel,senior,afternoon,30.0,defective
87.1,254.8,5.72,1484,52,plastic,junior,afternoon,65.8,normal
81.3,190.1,2.48,1501,178,plastic,senior,night,41.1,normal
109.0,155.9,4.1,1557,271,plastic,senior,afternoon,78.8,defective
81.0,218.4,9.57,1392,144,steel,junior,afternoon,47.1,normal
90.6,198.9,4.84,1565,257,aluminum,senior,morning,47.9,normal
86.9,213.5,4.61,1461,28,aluminum,expert,afternoon,49.9,normal
59.8,202.0,1.15,1426,174,plastic,junior,morning,38.5,normal
86.2,166.8,5.33,1427,161,aluminum,senior,night,42.8,normal
82.2,207.2,1.82,1690,230,composite,senior,afternoon,43.5,normal
79.4,238.0,0.04,1630,28,composite,junior,night,50.8,normal
74.6,185.0,5.88,1414,120,steel,senior,afternoon,28.5,normal
103.0,173.4,5.87,1527,176,composite,junior,afternoon,55.9,normal
73.9,194.8,1.77,1523,119,steel,senior,afternoon,52.3,normal
83.1,193.7,2.19,1673,143,steel,expert,morning,78.9,normal
79.8,190.4,3.44,1456,202,aluminum,senior,morning,72.5,defective
74.4,237.1,8.88,1278,268,plastic,junior,morning,47.8,defective
92.7,207.3,5.56,1488,51,plastic,senior,afternoon,61.9,normal
89.4,249.7,6.15,1473,24,plastic,junior,afternoon,59.3,normal
80.0,206.8,7.46,1546,231,aluminum,senior,afternoon,34.1,normal
75.8,210.8,8.05,1586,235,plastic,senior,morning,40.0,defective
90.2,265.4,5.29,1614,238,aluminum,expert,morning,22.0,defective
89.4,210.3,5.91,1611,67,aluminum,senior,night,25.7,normal
83.5,192.3,5.03,1565,240,composite,senior,morning,38.6,normal
99.4,171.8,1.05,1605,218,plastic,senior,night,66.7,normal
100.7,174.4,5.58,1363,117,steel,senior,night,62.9,normal
79.9,187.5,3.91,1474,71,plastic,expert,morning,77.9,normal
105.9,192.5,0.85,1501,246,composite,junior,afternoon,42.0,defective
82.2,138.1,3.44,1546,71,composite,expert,morning,40.6,normal
82.4,199.5,4.01,1437,284,composite,senior,night,26.2,defective
92.1,118.2,6.83,1433,2,steel,senior,afternoon,67.3,normal
88.5,238.3,4.68,1465,276,composite,senior,morning,29.9,defective
85.3,143.4,3.51,1544,140,composite,senior,afternoon,77.2,normal
65.8,205.5,2.36,1164,222,steel,senior,night,38.9,defective
69.0,204.4,4.54,1498,175,steel,senior,morning,58.8,normal
72.2,240.3,5.29,1428,279,aluminum,senior,afternoon,47.0,normal
85.1,204.1,6.1,1414,257,aluminum,senior,night,33.4,defective
79.8,197.0,6.63,1533,233,steel,senior,morning,47.4,normal
81.2,209.5,2.13,1514,2,steel,senior,morning,39.6,normal
82.0,184.2,5.49,1520,153,composite,expert,afternoon,57.5,normal
94.8,184.6,4.65,1517,1,steel,junior,afternoon,53.1,normal
92.7,206.4,4.47,1640,32,plastic,junior,afternoon,25.0,normal
80.8,191.2,5.4,1618,33,steel,expert,morning,24.3,normal
82.0,219.2,8.41,1361,97,aluminum,expert,afternoon,77.9,normal
76.4,173.6,4.4,1451,37,composite,senior,afternoon,38.1,normal
81.6,228.6,5.2,1463,126,steel,junior,afternoon,25.4,normal
98.0,214.1,3.0,1348,205,composite,expert,morning,30.9,defective
94.2,200.8,2.78,1772,222,composite,senior,morning,29.3,normal
88.8,153.8,2.68,1510,147,composite,expert,night,32.6,normal
74.3,225.1,1.8,1381,137,composite,junior,morning,22.8,normal
84.5,258.9,3.65,1607,160,plastic,junior,morning,31.9,normal
81.2,186.1,8.52,1513,121,plastic,senior,afternoon,76.5,normal
,225.8,3.4,1424,44,steel,expert,afternoon,54.3,normal
92.9,196.6,4.32,1570,59,steel,expert,morning,39.5,normal
95.8,167.1,2.16,1592,237,plastic,senior,morning,67.4,normal
109.5,177.0,4.55,1569,188,composite,junior,afternoon,73.8,defective
76.0,196.8,2.82,1555,178,composite,junior,afternoon,24.2,normal
97.3,213.6,4.31,1429,11,composite,expert,afternoon,40.7,normal
83.6,156.2,4.29,1336,207,steel,senior,night,69.1,normal
77.9,178.8,4.76,1380,136,plastic,expert,afternoon,56.4,normal
106.7,201.0,7.21,1452,266,plastic,senior,night,60.9,defective
102.6,162.2,8.57,1327,148,aluminum,junior,morning,53.6,defective
82.2,211.8,8.55,1680,203,steel,senior,afternoon,24.9,defective
77.8,251.7,5.22,1400,195,composite,senior,night,71.0,normal
67.4,197.0,5.35,1481,281,aluminum,senior,afternoon,34.3,normal
97.5,222.1,5.19,1514,146,aluminum,expert,afternoon,26.2,normal
64.5,161.7,6.54,1610,272,composite,senior,morning,40.4,normal
83.5,181.1,3.62,1549,250,steel,senior,night,64.7,normal
76.1,229.8,2.96,1520,171,composite,junior,night,72.8,normal
98.9,159.1,0.99,1734,188,aluminum,senior,afternoon,59.0,normal
103.4,178.7,6.78,1661,128,composite,senior,morning,41.5,defective
68.0,234.3,5.45,1540,239,aluminum,junior,morning,63.7,defective
85.8,181.7,3.36,1529,199,composite,senior,morning,66.0,normal
87.7,140.0,8.21,1487,120,aluminum,senior,afternoon,75.4,normal
82.1,183.1,3.68,1573,114,composite,junior,morning,27.1,normal
78.6,252.3,8.02,1463,40,plastic,junior,morning,28.4,normal
100.6,243.2,3.26,1426,151,aluminum,junior,morning,46.2,normal
79.8,197.6,5.36,1639,170,plastic,expert,night,40.4,normal
104.8,193.0,5.88,1424,93,steel,senior,morning,66.3,normal
78.4,270.8,3.94,1496,115,plastic,senior,morning,55.3,normal
92.7,171.9,2.42,1461,234,steel,senior,afternoon,25.8,defective
93.4,180.7,5.06,1493,264,composite,junior,night,52.1,normal
78.4,231.8,3.45,1520,217,steel,junior,morning,37.1,defective
67.2,174.0,1.83,1501,159,aluminum,senior,morning,44.4,normal
76.4,211.0,1.37,1412,218,steel,senior,night,24.9,normal
73.2,162.9,5.37,1459,10,plastic,senior,night,22.1,normal
93.2,244.7,0.4,1565,115,plastic,senior,morning,77.9,normal
81.2,187.0,4.41,1522,228,aluminum,junior,night,64.5,normal
98.7,180.5,6.51,1540,273,aluminum,senior,morning,59.2,normal
90.7,174.7,1.97,1590,7,aluminum,senior,night,60.6,normal
83.1,165.5,2.3,1554,282,steel,senior,morning,58.3,normal
,189.5,5.63,1440,209,steel,junior,night,42.8,defective
71.7,129.2,0.31,1533,264,steel,expert,morning,49.9,defective
83.1,167.3,4.86,1530,1,steel,junior,night,75.5,normal
86.4,200.5,4.01,1341,80,aluminum,expert,night,42.3,normal
81.2,202.6,7.88,1333,197,steel,senior,morning,31.5,normal
79.4,197.9,8.19,1544,139,plastic,senior,afternoon,23.2,normal
,177.2,5.65,1444,171,plastic,senior,night,35.6,normal
75.6,245.4,3.59,1454,157,aluminum,expert,morning,27.9,normal
90.8,226.1,5.15,1527,51,aluminum,junior,afternoon,59.1,normal
96.0,196.9,6.74,1502,35,plastic,senior,afternoon,34.2,normal
89.9,196.5,6.39,1494,69,composite,senior,morning,39.9,normal
73.0,185.8,0.28,1650,287,composite,expert,night,25.7,defective
86.1,180.7,2.05,1475,225,steel,junior,morning,46.1,defective
93.9,195.3,6.5,1526,299,composite,senior,night,77.3,normal
82.1,228.4,2.42,1441,70,steel,senior,afternoon,46.3,normal
76.5,186.6,5.66,1604,144,aluminum,senior,night,65.1,normal
76.1,238.4,6.62,1534,159,aluminum,junior,morning,54.2,normal
88.2,180.5,6.18,1676,13,plastic,senior,morning,39.1,normal
81.7,244.7,5.95,1514,140,plastic,junior,afternoon,76.5,normal
78.8,191.1,4.01,1531,127,aluminum,expert,morning,51.1,normal
64.0,220.4,2.23,1496,216,steel,junior,night,66.3,normal
103.0,268.3,8.58,1657,267,plastic,expert,morning,27.3,defective
81.9,272.5,1.11,1537,172,composite,senior,morning,33.6,normal
93.1,159.7,5.22,1492,143,composite,junior,morning,47.2,normal
98.4,231.0,3.86,1411,148,steel,junior,night,66.2,normal
119.1,171.7,7.64,1279,23,steel,senior,night,68.9,normal
91.8,211.3,5.05,1509,42,aluminum,senior,afternoon,78.7,normal
88.4,214.7,3.24,1470,122,composite,senior,night,77.0,normal
69.5,225.8,4.05,1184,110,steel,junior,morning,45.4,normal
64.7,161.6,6.76,1459,288,aluminum,senior,morning,51.9,normal
61.1,164.6,7.12,1396,158,aluminum,senior,night,21.5,normal
83.3,175.2,6.28,1667,8,composite,senior,night,49.4,normal
75.0,217.5,5.2,1494,240,composite,senior,afternoon,22.2,defective
,207.4,3.05,1624,34,composite,senior,night,20.8,normal
99.4,212.3,3.53,1545,7,steel,junior,afternoon,53.4,normal
90.2,164.7,5.91,1602,144,plastic,senior,afternoon,73.9,normal
84.9,205.0,7.02,1730,79,steel,junior,night,77.9,normal
87.0,180.2,2.02,1582,19,aluminum,expert,afternoon,64.0,normal
78.0,181.5,1.57,1821,247,steel,senior,afternoon,64.8,normal
80.2,196.2,4.57,1562,21,plastic,junior,morning,46.5,normal
71.2,154.5,5.45,1622,70,steel,senior,morning,54.0,normal
92.8,215.9,5.32,1467,208,composite,senior,morning,55.0,defective
102.7,157.0,6.05,1357,76,steel,senior,night,24.2,normal
98.6,187.7,3.91,1250,80,composite,junior,morning,22.7,normal
85.2,222.3,7.45,1588,247,composite,expert,afternoon,28.7,normal
94.6,154.7,8.01,1451,207,aluminum,junior,morning,67.7,defective
90.4,157.9,6.05,1466,158,steel,senior,morning,53.7,normal
86.7,231.1,3.96,1465,140,steel,junior,night,55.5,normal
88.5,167.8,0.6,1433,112,steel,senior,night,41.0,normal
71.8,229.0,3.65,1666,252,plastic,junior,night,72.1,normal
80.2,213.2,5.25,1412,28,steel,senior,night,77.8,normal
78.2,159.8,6.26,1549,137,steel,junior,morning,32.8,normal
69.9,205.1,4.28,1549,122,steel,senior,afternoon,38.9,normal
90.8,213.6,4.77,1352,76,plastic,junior,afternoon,39.7,normal
92.0,158.2,8.36,1558,34,steel,junior,morning,77.8,normal
59.7,201.8,2.79,1385,157,composite,senior,afternoon,51.1,normal
84.9,225.1,1.65,1491,173,composite,senior,afternoon,54.1,normal
81.6,197.5,0.19,1462,234,steel,senior,morning,42.1,defective
78.8,204.5,6.89,1505,297,composite,senior,night,74.0,defective
,195.8,2.31,1560,198,steel,expert,morning,31.5,normal
85.6,230.7,4.28,1412,176,plastic,junior,night,47.4,normal
85.2,197.1,6.62,1442,207,aluminum,senior,afternoon,33.5,normal
,179.1,8.07,1337,68,composite,junior,night,55.1,normal
93.1,193.3,5.08,1391,133,aluminum,senior,night,52.9,normal
92.6,153.1,2.97,1576,2,aluminum,junior,afternoon,27.9,normal
66.4,109.6,5.68,1463,9,steel,senior,night,69.8,normal
92.6,175.2,2.86,1591,23,plastic,expert,afternoon,27.3,normal
75.4,245.7,4.84,1405,111,aluminum,senior,afternoon,30.6,normal
82.3,230.6,2.19,1423,277,composite,expert,morning,36.2,normal
101.5,150.7,3.31,1610,221,plastic,senior,morning,68.8,defective
84.6,168.5,9.49,1523,259,composite,expert,morning,32.2,defective
95.3,181.3,7.14,1351,178,composite,expert,afternoon,33.2,normal
82.5,194.3,3.64,1443,3,plastic,senior,night,59.1,normal
94.4,169.1,4.1,1586,294,composite,senior,night,69.8,normal
84.5,181.6,6.43,1483,30,steel,senior,morning,61.9,normal
82.3,230.7,4.16,1622,200,steel,senior,morning,52.2,normal
86.2,170.0,7.42,1371,29,plastic,junior,morning,59.0,normal
73.8,216.9,1.85,1621,244,composite,expert,afternoon,52.8,defective
79.8,222.9,4.85,1382,166,aluminum,expert,afternoon,41.4,normal
,272.0,3.39,1525,98,plastic,expert,morning,61.4,normal
93.4,179.4,5.51,1595,24,aluminum,junior,afternoon,61.2,normal
75.9,166.5,5.23,1513,248,plastic,junior,morning,57.9,normal
102.2,148.4,5.04,1557,57,aluminum,senior,night,58.1,normal
103.1,219.8,5.85,1602,228,aluminum,expert,afternoon,34.2,defective
75.8,212.9,5.54,1547,163,plastic,expert,afternoon,75.6,normal
80.4,196.9,2.72,1469,105,plastic,junior,afternoon,79.5,normal
84.7,209.7,4.77,1477,276,plastic,senior,afternoon,53.3,normal
97.1,202.5,4.78,1415,201,plastic,senior,night,33.4,normal
90.7,187.7,4.9,1378,294,composite,senior,night,39.0,defective
81.9,189.9,9.39,1632,98,plastic,junior,afternoon,64.4,normal
72.4,197.1,5.05,1561,232,aluminum,junior,night,36.3,defective
65.4,273.5,8.27,1645,30,aluminum,junior,morning,56.5,normal
87.9,227.3,1.09,1561,64,composite,senior,night,26.2,normal
103.2,165.0,3.82,1465,172,plastic,expert,morning,78.1,normal
85.0,211.9,4.49,1383,166,composite,senior,afternoon,70.5,normal
,199.8,8.08,1449,235,composite,senior,morning,69.3,defective
87.1,254.2,0.62,1567,86,composite,expert,morning,66.6,normal
68.6,237.8,6.94,1429,241,composite,senior,night,20.0,defective
100.7,197.0,6.07,1632,216,composite,senior,afternoon,24.1,defective
77.1,199.2,6.07,1464,140,composite,senior,night,55.3,normal
77.0,165.9,4.59,1379,97,composite,junior,night,66.1,normal
89.7,219.6,5.31,1469,156,aluminum,senior,afternoon,65.3,normal
77.8,234.4,4.89,1523,71,aluminum,expert,afternoon,51.8,normal
72.0,203.7,3.64,1670,267,aluminum,expert,night,51.3,defective
94.7,207.9,6.8,1511,224,aluminum,junior,night,25.3,defective
86.3,190.2,5.16,1438,296,aluminum,junior,morning,75.7,normal
94.6,226.5,3.43,1642,120,composite,senior,morning,38.8,normal
81.3,159.8,5.82,1615,250,composite,senior,night,32.6,defective
80.5,166.4,4.58,1489,159,aluminum,junior,night,55.8,normal
87.5,227.9,4.1,1338,147,plastic,senior,night,21.4,normal
88.5,157.7,1.61,1442,56,aluminum,senior,night,77.7,normal
78.6,181.0,3.95,1573,61,composite,senior,night,41.9,normal
77.4,191.6,3.85,1625,85,plastic,expert,afternoon,37.7,normal
94.1,214.1,5.61,1514,175,steel,senior,night,29.1,normal
88.3,204.6,4.23,1492,210,aluminum,senior,night,50.5,normal
87.7,107.7,10.37,1449,134,plastic,expert,morning,43.4,normal
65.2,217.4,1.93,1575,66,aluminum,senior,afternoon,38.4,normal
87.6,193.4,2.51,1398,251,steel,senior,morning,27.9,defective
88.7,232.0,3.92,1445,289,plastic,senior,night,39.5,normal
81.8,170.9,5.73,1637,104,steel,senior,night,69.2,normal
90.6,247.3,4.35,1597,68,steel,senior,night,67.7,normal
78.1,164.7,3.78,1649,87,steel,expert,night,54.4,normal
88.4,186.1,2.61,1435,218,aluminum,expert,night,65.2,defective
69.7,237.8,5.86,1375,161,plastic,junior,afternoon,56.7,normal
94.0,267.6,10.47,1648,114,composite,senior,afternoon,26.9,normal
77.3,164.8,2.88,1574,298,composite,junior,afternoon,75.5,defective
89.3,274.8,6.15,1603,20,aluminum,senior,afternoon,50.0,normal
97.4,128.6,8.14,1575,11,aluminum,junior,afternoon,64.4,normal
94.9,222.7,5.28,1686,31,steel,junior,morning,72.5,normal
89.3,252.8,5.68,1571,174,aluminum,senior,morning,72.8,normal
93.2,169.0,4.84,1521,86,plastic,junior,afternoon,76.0,normal
99.9,236.9,8.58,1532,272,composite,junior,night,58.8,defective
86.2,184.7,6.6,1523,281,plastic,senior,night,58.0,normal
94.7,177.5,7.28,1658,160,steel,senior,night,34.4,normal
73.2,159.3,4.74,1626,191,aluminum,expert,afternoon,38.8,normal
77.8,197.6,6.36,1659,137,aluminum,senior,afternoon,56.2,normal
100.1,204.3,4.85,1300,109,steel,expert,night,35.0,defective
82.5,164.2,6.54,1477,50,composite,senior,morning,41.5,normal
79.8,242.7,4.19,1411,289,aluminum,junior,morning,30.0,defective
82.1,181.8,7.34,1688,168,steel,senior,morning,65.0,normal
77.9,198.8,6.09,1428,293,composite,senior,morning,57.9,normal
83.3,207.0,4.08,1562,47,composite,senior,night,63.4,normal
74.5,289.9,6.75,1701,27,aluminum,expert,morning,46.7,normal
79.3,238.5,4.37,1536,235,plastic,junior,afternoon,64.1,normal
85.8,224.5,2.53,1466,75,composite,senior,afternoon,47.9,normal
100.7,186.8,4.44,1523,59,composite,senior,afternoon,52.0,normal
84.6,211.2,4.46,1367,224,composite,expert,morning,27.6,normal
67.7,214.3,2.68,1353,268,steel,senior,afternoon,22.2,normal
95.1,199.1,6.0,1558,51,composite,junior,afternoon,64.7,normal
93.1,228.7,5.84,1258,100,steel,expert,afternoon,73.4,normal
77.1,293.9,4.97,1496,298,composite,expert,afternoon,41.6,normal
92.9,166.7,6.63,1489,219,aluminum,junior,night,70.8,normal
83.7,212.4,4.27,1698,249,plastic,junior,morning,36.5,defective
99.4,211.7,2.03,1555,211,plastic,expert,morning,63.9,defective
108.9,192.9,3.7,1474,41,composite,senior,morning,54.9,defective
,179.9,3.34,1596,109,steel,junior,night,22.0,normal
92.7,178.4,4.27,1520,116,steel,senior,morning,34.5,normal
101.0,267.2,5.2,1393,68,plastic,senior,night,57.7,defective
94.6,204.8,9.05,1531,97,aluminum,expert,afternoon,32.5,normal
89.5,230.4,1.93,1517,249,steel,junior,night,55.4,normal
83.9,191.6,6.78,1510,185,aluminum,senior,morning,62.4,normal
73.7,213.0,2.99,1547,230,composite,junior,night,40.8,defective
82.2,215.5,5.92,1608,272,aluminum,junior,night,61.5,defective
,192.8,3.73,1538,221,aluminum,junior,afternoon,58.6,normal
85.2,207.9,5.46,1374,239,plastic,expert,night,79.2,normal
66.7,238.5,8.26,1350,285,aluminum,junior,night,56.9,defective
81.4,166.6,2.03,1463,60,composite,senior,night,36.5,normal
82.4,206.8,5.62,1457,192,aluminum,senior,night,34.8,normal
71.1,217.2,5.71,1537,193,steel,senior,morning,59.6,normal
89.1,224.0,7.05,1634,39,steel,senior,afternoon,26.2,normal
94.3,228.8,5.14,1658,296,plastic,senior,night,33.6,defective
85.0,221.7,11.89,1437,201,composite,junior,afternoon,20.5,defective
72.6,235.8,7.37,1324,87,steel,junior,afternoon,50.7,normal
84.0,187.8,6.26,1507,169,steel,senior,morning,67.1,normal
92.3,243.8,5.74,1611,189,aluminum,expert,night,50.6,normal
92.0,203.7,6.18,1457,118,plastic,junior,night,37.1,normal
84.5,226.2,5.27,1506,79,plastic,junior,morning,70.3,normal
89.1,160.7,5.29,1484,104,steel,senior,morning,49.1,normal
78.6,219.9,1.96,1659,37,plastic,junior,morning,61.4,normal
92.5,204.6,6.17,1731,235,plastic,expert,afternoon,79.2,defective
80.9,191.0,6.15,1567,176,steel,junior,night,68.8,normal
77.4,238.8,5.71,1569,233,plastic,senior,night,71.0,normal
94.5,206.7,5.76,1361,234,composite,junior,night,27.2,defective
86.3,206.0,6.52,1458,232,plastic,senior,morning,52.4,normal
85.8,157.1,5.92,1589,221,plastic,senior,afternoon,79.8,defective
90.3,179.4,5.18,1541,260,steel,expert,afternoon,39.4,normal
84.3,205.5,5.66,1551,138,composite,senior,morning,22.5,normal
75.7,179.8,7.46,1329,3,composite,junior,night,22.0,normal
82.8,243.6,7.93,1287,60,plastic,junior,night,78.7,normal
70.1,191.2,3.03,1696,123,aluminum,senior,afternoon,46.1,normal
96.7,171.1,4.22,1485,202,aluminum,senior,afternoon,37.1,defective
73.9,166.5,6.9,1333,11,steel,junior,night,50.8,normal
104.4,196.0,6.12,1488,110,composite,junior,morning,56.6,normal
77.1,225.5,3.73,1357,283,steel,junior,morning,72.8,normal
91.2,171.8,5.13,1385,246,aluminum,junior,afternoon,46.6,normal
103.8,168.6,6.58,1426,217,plastic,senior,morning,71.2,defective
87.6,182.7,8.84,1356,289,steel,senior,morning,35.6,defective
81.8,198.0,9.71,1160,192,steel,expert,night,52.9,normal
85.3,168.3,1.37,1576,261,plastic,senior,night,66.9,defective
76.3,203.6,6.7,1442,151,steel,senior,morning,46.6,normal
64.7,246.7,3.75,1595,33,plastic,junior,afternoon,36.7,normal
91.0,199.6,7.31,1504,71,steel,senior,night,68.5,normal
64.7,187.8,2.26,1318,15,composite,senior,night,68.4,normal
71.3,233.5,3.63,1497,79,aluminum,junior,night,36.9,normal
85.6,165.4,4.65,1641,271,aluminum,junior,afternoon,56.3,normal
78.4,215.9,6.34,1490,83,steel,senior,night,34.8,normal
,200.8,4.26,1428,141,composite,junior,night,73.8,normal
101.0,250.8,3.54,1356,121,composite,senior,morning,24.5,defective
82.4,237.6,1.58,1442,189,plastic,senior,afternoon,42.9,normal
78.9,141.3,3.67,1384,217,aluminum,senior,morning,59.0,defective
102.7,206.3,6.35,1452,188,aluminum,senior,morning,71.6,defective
91.8,156.2,7.98,1282,281,steel,senior,morning,67.7,defective
94.2,234.2,2.91,1378,216,aluminum,junior,morning,61.0,defective
93.4,171.4,3.1,1560,274,composite,senior,morning,75.6,normal
82.5,223.6,3.53,1515,242,plastic,senior,morning,21.5,defective
81.2,234.5,4.77,1467,208,composite,senior,night,78.8,normal
75.5,145.3,5.39,1373,29,plastic,senior,afternoon,40.7,normal
92.3,244.2,4.39,1664,56,aluminum,senior,morning,64.9,normal
88.9,233.7,1.84,1718,84,steel,senior,afternoon,36.8,normal
91.5,168.4,0.94,1376,291,plastic,junior,afternoon,44.9,normal
66.3,234.8,4.01,1586,167,plastic,expert,night,72.6,normal
,164.0,6.06,1381,283,plastic,senior,afternoon,46.9,normal
80.4,227.3,5.01,1553,96,aluminum,senior,afternoon,73.1,normal
64.0,197.3,8.37,1259,173,composite,senior,afternoon,52.9,normal
72.0,157.4,1.96,1438,209,plastic,senior,afternoon,35.8,defective
80.0,244.3,5.2,1519,215,plastic,junior,night,49.2,normal
77.8,244.2,7.79,1539,31,composite,senior,night,25.3,normal
85.1,205.8,4.4,1398,86,composite,senior,morning,48.7,normal
89.6,200.7,2.45,1559,225,aluminum,expert,afternoon,67.3,defective
83.9,188.0,0.41,1491,153,aluminum,expert,afternoon,24.1,normal
80.3,216.6,4.36,1353,196,aluminum,expert,night,34.0,normal
86.4,212.3,3.98,1387,86,composite,senior,night,45.3,normal
86.6,245.8,3.7,1664,177,steel,senior,night,65.5,normal
97.7,206.3,5.6,1518,78,composite,senior,afternoon,65.1,normal
78.9,242.0,8.63,1456,31,composite,junior,night,73.2,normal
83.9,144.2,2.25,1348,185,steel,junior,afternoon,28.7,normal
101.5,224.3,3.08,1443,63,aluminum,junior,night,29.3,defective
72.8,205.3,4.71,1520,232,steel,senior,afternoon,60.1,normal
81.3,210.8,6.44,1539,155,plastic,senior,morning,30.8,normal
75.9,254.6,4.23,1513,207,composite,senior,night,44.8,normal
72.5,233.2,6.17,1432,294,composite,senior,morning,52.4,defective
87.3,189.5,2.12,1310,207,steel,junior,night,35.4,defective
98.3,174.4,5.1,1490,140,steel,junior,night,61.5,normal
106.0,142.5,4.97,1496,57,plastic,expert,afternoon,71.5,defective
84.6,213.5,8.14,1412,202,aluminum,expert,morning,20.7,defective
90.0,236.9,7.27,1479,207,plastic,junior,afternoon,37.4,defective
,238.0,5.23,1510,146,plastic,senior,afternoon,62.7,normal
82.9,187.9,3.1,1533,250,composite,junior,afternoon,36.5,defective
97.8,237.5,0.33,1582,38,composite,junior,afternoon,51.4,normal
83.4,238.1,3.23,1255,144,composite,senior,night,65.4,normal
95.9,229.0,9.37,1546,297,composite,senior,afternoon,40.6,defective
81.4,201.6,1.38,1338,49,plastic,senior,night,67.3,normal
73.5,198.6,3.17,1395,66,composite,junior,night,69.0,normal
74.1,216.1,5.26,1608,0,aluminum,senior,afternoon,79.5,normal
68.8,220.5,7.53,1376,132,composite,senior,night,45.9,normal
97.6,185.8,2.44,1588,86,steel,expert,morning,48.5,normal
97.8,189.1,5.93,1440,145,composite,senior,morning,67.0,normal
77.9,208.1,3.43,1650,67,composite,senior,morning,72.1,normal
74.3,181.4,2.56,1363,96,plastic,junior,morning,50.3,normal
77.2,184.7,3.81,1491,277,plastic,senior,night,21.3,defective
,147.2,4.91,1218,285,steel,senior,night,47.5,normal
75.6,169.7,2.46,1509,89,steel,expert,morning,33.5,normal
90.5,222.3,7.23,1334,256,plastic,junior,morning,25.8,normal
82.0,230.2,7.9,1474,69,plastic,senior,morning,40.4,normal
95.8,198.8,3.58,1412,80,composite,junior,morning,43.5,normal
91.7,223.7,6.56,1680,222,plastic,junior,night,78.9,normal
73.8,133.1,1.95,1454,73,steel,expert,morning,47.3,normal
72.4,212.8,4.63,1667,188,plastic,senior,morning,78.1,normal
87.1,156.2,6.67,1399,175,aluminum,senior,afternoon,63.9,normal
83.2,174.8,6.43,1166,289,steel,junior,afternoon,35.2,defective
97.7,219.5,5.29,1576,213,aluminum,senior,night,62.1,defective
,224.6,7.4,1378,134,steel,senior,morning,44.2,normal
80.4,142.8,3.53,1611,38,plastic,senior,morning,54.8,normal
101.8,150.0,5.18,1486,292,steel,senior,afternoon,51.2,defective
80.7,179.9,5.1,1560,62,steel,expert,morning,75.9,normal
71.6,146.2,5.84,1589,270,plastic,junior,morning,27.8,normal
82.9,187.6,6.21,1722,210,steel,expert,morning,46.6,defective
76.9,226.0,2.41,1606,73,plastic,expert,afternoon,24.9,normal
94.9,153.4,6.37,1519,100,composite,junior,afternoon,35.3,normal
73.7,260.4,2.59,1587,189,plastic,expert,morning,24.6,normal
93.5,192.2,6.84,1576,113,steel,expert,morning,76.3,normal
82.4,211.2,8.5,1550,109,aluminum,senior,morning,38.9,normal
69.2,169.2,4.0,1703,60,plastic,junior,morning,66.9,normal
89.3,231.2,3.12,1477,280,plastic,senior,night,64.9,normal
96.9,207.0,8.33,1515,155,plastic,junior,afternoon,28.4,normal
86.0,207.6,4.87,1442,240,plastic,junior,night,28.5,defective
,211.6,2.31,1777,209,aluminum,senior,night,42.7,normal
103.6,161.2,3.16,1469,239,plastic,senior,night,54.1,defective
97.0,212.3,3.27,1535,290,aluminum,senior,night,45.6,normal
92.7,221.1,7.41,1404,233,aluminum,junior,morning,66.1,defective
64.9,154.1,2.98,1459,245,plastic,junior,morning,52.2,defective
78.0,191.9,0.32,1602,166,steel,expert,morning,72.9,normal
82.9,190.8,4.9,1487,64,composite,senior,morning,55.5,normal
89.6,201.3,5.59,1618,128,aluminum,expert,afternoon,55.5,normal
94.0,221.6,6.14,1582,119,steel,senior,afternoon,59.6,normal
,224.5,0.42,1490,232,composite,expert,morning,56.2,defective
90.8,197.0,4.63,1411,18,plastic,senior,morning,56.7,normal
73.4,228.7,4.14,1530,175,steel,senior,morning,47.0,normal
92.1,158.7,5.84,1530,200,composite,senior,morning,25.4,normal
74.0,207.8,1.03,1502,269,steel,expert,morning,42.1,defective
97.4,139.6,5.3,1530,66,plastic,junior,afternoon,66.1,normal
87.5,185.1,5.36,1430,157,composite,senior,afternoon,22.3,normal
81.2,214.5,7.27,1566,232,steel,expert,morning,61.4,defective
88.0,221.4,5.71,1543,115,composite,expert,afternoon,78.9,normal
78.5,208.8,6.39,1424,192,plastic,senior,afternoon,46.2,normal
85.2,247.2,2.52,1453,214,steel,junior,night,32.7,defective
75.0,203.3,4.78,1495,5,aluminum,senior,morning,21.4,normal
88.0,148.9,7.6,1453,83,composite,senior,morning,71.3,normal
82.5,131.8,4.0,1422,45,composite,senior,afternoon,28.8,normal
82.9,170.2,6.55,1604,41,composite,expert,afternoon,22.6,normal
84.6,170.0,3.06,1589,199,composite,senior,afternoon,49.1,normal
