age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
56,entrepreneur,married,secondary,4376,yes,no,cellular,311,39,379,5,unknown,yes
47,student,single,primary,-3866,yes,no,cellular,12,10,156,18,unknown,no
40,entrepreneur,married,secondary,-121,no,yes,cellular,124,10,180,11,unknown,no
40,entrepreneur,single,primary,3290,yes,no,unknown,38,8,221,14,unknown,no
64,housemaid,married,secondary,1398,yes,yes,cellular,189,17,30,4,unknown,no
65,technician,married,tertiary,-440,yes,yes,unknown,288,38,3,15,unknown,no
80,admin,married,secondary,4870,yes,no,cellular,148,13,299,9,unknown,no
26,housemaid,divorced,secondary,4311,no,no,unknown,171,37,93,12,unknown,no
40,housemaid,married,tertiary,-880,yes,no,unknown,175,36,382,9,unknown,no
80,technician,divorced,tertiary,970,no,no,cellular,153,21,248,4,unknown,no
91,student,married,secondary,-1479,no,no,cellular,44,44,21,16,unknown,no
64,housemaid,single,secondary,679,yes,no,cellular,190,47,125,18,unknown,no
91,technician,single,secondary,806,no,no,cellular,267,2,95,19,unknown,no
83,entrepreneur,married,secondary,81,no,yes,cellular,312,30,395,16,unknown,no
54,student,married,secondary,3554,yes,yes,unknown,14,47,29,0,unknown,no
55,unemployed,single,secondary,3624,yes,no,unknown,91,19,4,19,failure,no
18,retired,married,secondary,4921,yes,no,cellular,82,40,193,19,unknown,no
65,housemaid,single,secondary,2581,yes,yes,cellular,462,15,378,6,unknown,yes
52,housemaid,married,secondary,-3492,yes,no,cellular,193,24,197,5,unknown,no
88,admin,single,secondary,1438,yes,no,unknown,115,42,106,0,unknown,no
70,retired,married,tertiary,3746,no,no,cellular,577,13,106,10,failure,yes
42,entrepreneur,single,secondary,1807,yes,no,cellular,31,24,73,16,unknown,no
59,entrepreneur,divorced,tertiary,3969,yes,no,cellular,80,1,335,13,unknown,no
40,admin,married,tertiary,4763,no,no,telephone,178,43,47,11,unknown,no
26,student,single,secondary,-2882,no,no,telephone,128,18,77,17,success,yes
44,unemployed,single,primary,3446,yes,no,cellular,160,18,143,18,unknown,no
92,entrepreneur,single,primary,2613,yes,no,cellular,258,39,47,17,failure,no
68,student,married,tertiary,6391,yes,no,cellular,214,37,128,16,unknown,no
74,unemployed,married,tertiary,-384,yes,no,cellular,192,46,380,1,unknown,no
53,entrepreneur,married,secondary,4951,no,no,unknown,226,11,15,15,unknown,no
51,unemployed,married,primary,1169,yes,no,cellular,273,28,19,16,unknown,no
30,blue-collar,married,tertiary,2039,no,no,cellular,42,11,385,9,unknown,no
72,entrepreneur,married,secondary,1506,no,no,cellular,209,32,58,6,unknown,no
63,housemaid,married,tertiary,6607,no,no,cellular,196,34,250,4,unknown,no
69,student,married,secondary,-1270,yes,yes,cellular,219,41,260,7,unknown,no
45,unemployed,married,tertiary,2242,no,yes,unknown,50,1,193,11,other,no
47,admin,married,secondary,4918,yes,no,unknown,59,15,240,2,failure,no
62,unemployed,divorced,primary,7521,yes,no,unknown,265,24,166,0,unknown,no
55,management,divorced,primary,-1522,no,no,cellular,85,40,43,3,unknown,no
37,housemaid,married,tertiary,4460,yes,no,cellular,461,2,168,10,unknown,yes
87,retired,married,secondary,633,no,yes,unknown,21,6,351,4,unknown,no
64,management,married,secondary,4200,yes,no,cellular,34,2,376,7,unknown,no
76,management,married,tertiary,-578,no,no,cellular,36,17,61,1,unknown,no
31,management,divorced,tertiary,5310,yes,no,cellular,60,7,74,5,unknown,no
59,technician,divorced,secondary,418,yes,yes,cellular,415,3,281,3,unknown,no
78,technician,married,secondary,4348,yes,yes,cellular,85,24,50,18,unknown,no
76,housemaid,divorced,secondary,1280,no,no,cellular,111,12,94,10,unknown,no
25,unemployed,single,tertiary,-2677,no,no,cellular,98,18,395,8,failure,no
74,technician,married,primary,2170,yes,yes,cellular,295,8,245,4,unknown,no
39,retired,married,secondary,-1715,no,no,cellular,84,44,217,17,failure,no
38,blue-collar,married,secondary,442,yes,no,cellular,321,26,304,2,unknown,no
45,unemployed,married,secondary,9592,yes,no,cellular,118,1,330,7,unknown,no
66,retired,married,secondary,2395,yes,no,cellular,50,1,368,5,unknown,no
40,technician,married,secondary,1635,no,yes,cellular,101,42,213,7,unknown,no
71,retired,married,secondary,-2323,no,no,cellular,90,3,277,16,failure,no
40,management,married,tertiary,-4240,yes,yes,unknown,49,42,340,1,unknown,no
85,student,single,secondary,-1039,yes,no,telephone,23,4,363,4,unknown,no
63,housemaid,married,primary,-340,no,no,cellular,331,24,329,13,unknown,no
85,entrepreneur,married,primary,-1400,no,no,unknown,130,12,308,0,unknown,no
45,student,married,tertiary,-648,yes,no,cellular,50,14,293,19,unknown,no
67,blue-collar,married,tertiary,-3086,yes,no,cellular,99,40,24,7,unknown,no
80,entrepreneur,married,secondary,281,yes,no,cellular,167,24,252,11,unknown,no
27,admin,married,tertiary,-4096,yes,no,unknown,228,30,102,16,unknown,no
54,admin,married,secondary,1871,no,no,telephone,174,39,397,1,unknown,no
30,blue-collar,married,tertiary,-1691,yes,yes,unknown,47,33,239,2,unknown,no
87,admin,single,primary,790,no,yes,cellular,21,49,34,6,failure,no
47,blue-collar,single,secondary,2555,no,no,cellular,13,21,72,1,other,no
89,admin,divorced,secondary,-1913,no,no,cellular,20,15,165,18,unknown,no
28,entrepreneur,single,tertiary,-2309,no,yes,cellular,76,47,100,19,unknown,no
18,unemployed,single,tertiary,2164,no,no,cellular,78,32,3,10,unknown,no
35,unemployed,married,secondary,-1517,yes,no,unknown,688,37,334,10,unknown,no
28,technician,married,tertiary,-743,yes,no,cellular,4,31,201,15,unknown,no
27,unemployed,married,secondary,-201,yes,no,cellular,180,1,288,13,unknown,no
65,housemaid,married,secondary,4996,yes,yes,cellular,128,33,134,5,unknown,no
78,technician,divorced,tertiary,6567,yes,yes,cellular,28,34,244,1,unknown,no
27,management,divorced,secondary,-1510,no,no,cellular,534,43,80,9,unknown,no
77,housemaid,married,secondary,-1766,no,yes,cellular,299,44,259,6,unknown,no
39,housemaid,single,tertiary,-3130,yes,no,unknown,44,11,192,19,failure,no
92,blue-collar,single,primary,3202,yes,no,cellular,62,40,361,5,unknown,no
26,unemployed,married,tertiary,3223,no,no,telephone,40,36,339,8,unknown,no
32,unemployed,divorced,tertiary,4954,no,no,cellular,66,34,264,0,unknown,no
54,admin,single,secondary,7683,yes,yes,cellular,46,9,31,3,success,yes
87,housemaid,married,tertiary,1086,yes,no,unknown,53,31,283,0,unknown,no
61,unemployed,married,secondary,-2581,yes,no,telephone,130,29,219,7,unknown,no
86,housemaid,single,secondary,4270,yes,no,cellular,74,13,61,7,unknown,no
20,blue-collar,married,secondary,-1374,no,yes,cellular,121,10,1,8,unknown,no
27,blue-collar,single,primary,-2815,yes,no,cellular,5,9,123,11,failure,no
94,unemployed,divorced,tertiary,5855,yes,yes,cellular,243,45,387,16,unknown,no
21,housemaid,married,secondary,-5863,yes,no,cellular,474,3,252,11,unknown,no
73,admin,married,secondary,4663,no,yes,cellular,1015,49,80,10,unknown,yes
57,admin,married,tertiary,2618,yes,yes,cellular,40,18,325,15,failure,no
50,admin,divorced,secondary,-82,yes,no,cellular,87,27,7,1,failure,no
50,technician,married,secondary,3126,yes,no,unknown,654,32,139,14,success,yes
77,admin,married,tertiary,2954,yes,no,cellular,42,8,126,5,unknown,no
38,management,single,secondary,-902,no,no,unknown,139,13,378,10,unknown,no
86,unemployed,single,tertiary,160,yes,no,cellular,289,18,220,4,unknown,no
62,housemaid,married,secondary,9373,yes,no,cellular,5,26,223,13,unknown,no
74,unemployed,single,secondary,3896,no,no,cellular,19,16,155,15,unknown,no
94,management,single,primary,7929,no,no,cellular,39,21,132,2,unknown,no
57,unemployed,single,tertiary,776,yes,no,unknown,109,46,170,2,unknown,no
81,blue-collar,married,secondary,-720,yes,no,cellular,2,25,368,14,unknown,no
27,technician,married,tertiary,2688,no,no,cellular,101,45,11,8,unknown,no
91,student,married,secondary,-243,yes,no,unknown,31,4,324,16,failure,no
83,student,married,secondary,1860,no,no,cellular,341,33,288,3,unknown,yes
82,entrepreneur,single,primary,-1345,yes,no,cellular,119,30,30,6,unknown,no
47,blue-collar,married,tertiary,1068,yes,no,cellular,13,31,152,11,unknown,no
52,admin,married,tertiary,-2432,no,no,unknown,111,33,390,15,unknown,no
70,admin,married,tertiary,824,yes,yes,unknown,117,6,156,0,unknown,no
56,student,married,secondary,2856,yes,no,unknown,64,15,202,4,unknown,no
39,unemployed,married,primary,2264,no,no,cellular,82,15,276,5,unknown,no
84,admin,married,tertiary,3017,yes,no,cellular,634,39,55,14,unknown,yes
87,housemaid,married,secondary,-803,no,yes,cellular,51,31,22,16,failure,no
84,blue-collar,married,tertiary,787,yes,no,cellular,203,9,261,15,unknown,no
92,technician,single,tertiary,-1967,yes,no,cellular,194,32,229,14,failure,no
34,unemployed,single,primary,3427,yes,no,unknown,98,45,214,19,unknown,no
36,entrepreneur,married,primary,8091,yes,no,cellular,484,38,73,11,unknown,yes
77,entrepreneur,married,tertiary,933,no,no,cellular,264,42,123,10,unknown,no
89,student,married,tertiary,-155,no,yes,cellular,3,21,388,3,unknown,no
68,unemployed,single,secondary,-5661,yes,no,unknown,119,12,251,12,unknown,no
65,student,single,tertiary,-523,yes,yes,cellular,21,35,317,10,unknown,no
74,student,married,tertiary,3703,no,no,unknown,60,15,81,18,unknown,no
27,blue-collar,single,secondary,2395,yes,no,unknown,49,43,340,8,unknown,no
49,admin,single,tertiary,4219,no,no,cellular,253,28,334,9,failure,no
85,blue-collar,married,secondary,6635,no,no,cellular,51,32,203,0,other,no
45,retired,married,secondary,188,yes,no,telephone,888,26,39,0,unknown,no
21,technician,divorced,secondary,-1443,yes,no,cellular,24,10,252,13,unknown,no
78,technician,married,tertiary,3623,no,yes,unknown,95,41,125,15,unknown,no
94,retired,married,secondary,1667,no,no,cellular,120,23,198,9,unknown,no
29,blue-collar,divorced,secondary,-1742,yes,no,cellular,102,1,124,19,unknown,no
32,unemployed,single,tertiary,-2391,yes,no,cellular,17,16,134,0,unknown,no
46,housemaid,single,tertiary,4045,no,no,cellular,46,21,303,12,unknown,no
30,management,married,primary,2010,yes,no,cellular,132,47,211,6,other,no
55,admin,divorced,secondary,-2444,yes,yes,unknown,289,17,97,19,unknown,no
75,unemployed,single,tertiary,1936,yes,yes,unknown,209,20,230,16,unknown,no
52,admin,divorced,secondary,-1926,yes,no,cellular,141,26,228,16,unknown,no
57,student,divorced,secondary,3459,yes,no,unknown,683,17,205,12,unknown,yes
93,unemployed,married,primary,4292,yes,no,cellular,257,25,334,5,unknown,no
22,entrepreneur,single,secondary,4357,no,yes,cellular,362,25,79,5,unknown,yes
19,blue-collar,married,tertiary,2487,yes,no,cellular,2,4,278,8,unknown,no
47,technician,married,secondary,2161,no,yes,cellular,43,28,353,16,unknown,no
27,housemaid,single,tertiary,1005,no,no,cellular,229,1,274,7,unknown,no
90,admin,single,primary,-1158,yes,yes,unknown,58,14,137,5,success,yes
55,technician,married,secondary,5020,yes,yes,cellular,78,22,177,10,unknown,no
76,retired,single,secondary,3388,yes,no,cellular,160,14,289,12,unknown,no
52,retired,married,tertiary,-1045,yes,no,cellular,140,15,103,8,unknown,no
88,housemaid,married,tertiary,-3348,no,yes,cellular,44,5,229,19,unknown,no
29,retired,married,tertiary,-204,yes,no,cellular,379,15,327,12,unknown,no
59,blue-collar,single,primary,5438,yes,no,cellular,177,44,306,18,unknown,no
66,retired,married,secondary,2922,yes,no,cellular,208,47,300,13,unknown,no
84,blue-collar,married,secondary,2134,yes,no,cellular,317,34,112,17,failure,yes
50,retired,married,tertiary,5405,yes,no,cellular,19,29,169,18,unknown,no
30,unemployed,married,secondary,-4770,yes,no,unknown,115,22,123,5,unknown,no
92,student,married,secondary,1181,yes,no,unknown,16,16,337,18,unknown,no
37,housemaid,single,secondary,5121,yes,yes,unknown,13,7,314,3,other,no
50,admin,married,secondary,-1598,yes,no,unknown,229,1,118,16,other,no
51,unemployed,married,tertiary,-1211,no,no,cellular,280,7,48,4,unknown,no
67,admin,married,tertiary,787,yes,no,cellular,9,42,399,0,other,no
67,management,married,tertiary,-181,no,no,cellular,332,22,302,11,unknown,no
26,student,single,secondary,266,yes,no,unknown,59,8,169,3,unknown,no
24,retired,single,secondary,1910,no,no,cellular,191,38,68,19,unknown,no
26,entrepreneur,married,tertiary,-279,yes,no,cellular,208,1,74,13,unknown,no
43,technician,single,secondary,433,no,no,unknown,214,23,298,6,unknown,no
19,student,married,tertiary,-1061,no,no,cellular,155,32,365,10,unknown,no
22,unemployed,single,secondary,839,no,no,cellular,21,25,133,15,failure,no
83,admin,single,primary,2010,no,no,telephone,21,45,141,9,unknown,no
27,technician,married,tertiary,1760,no,no,cellular,27,8,25,19,unknown,no
48,housemaid,divorced,secondary,-406,no,no,unknown,456,24,218,14,unknown,no
50,student,single,primary,-833,no,yes,cellular,42,36,246,4,other,no
23,student,married,secondary,273,no,no,cellular,29,5,141,13,unknown,no
31,housemaid,married,secondary,173,yes,no,cellular,803,47,379,1,unknown,no
32,technician,married,secondary,-1955,yes,no,unknown,0,37,311,8,unknown,no
60,admin,married,tertiary,-1486,no,no,cellular,269,24,362,8,failure,no
37,management,single,secondary,2960,yes,no,unknown,335,43,156,6,unknown,yes
38,housemaid,married,primary,-5653,yes,no,unknown,195,42,209,7,unknown,no
81,housemaid,single,tertiary,3160,yes,no,unknown,662,41,205,4,unknown,yes
46,entrepreneur,married,tertiary,2451,no,no,cellular,73,8,127,0,unknown,no
76,admin,married,tertiary,4074,yes,no,cellular,16,2,184,15,unknown,no
90,management,single,secondary,1159,no,yes,cellular,49,32,245,11,unknown,no
81,technician,married,secondary,4904,yes,no,cellular,18,23,326,9,unknown,no
61,retired,married,tertiary,4157,yes,no,cellular,120,32,347,9,unknown,no
51,admin,married,secondary,8621,no,no,unknown,602,48,260,10,success,yes
64,management,married,secondary,8319,yes,no,cellular,131,3,48,18,unknown,no
26,retired,divorced,tertiary,-992,yes,no,unknown,70,18,103,18,unknown,no
77,unemployed,married,secondary,11048,yes,no,cellular,426,42,60,2,unknown,yes
47,unemployed,single,tertiary,5988,no,no,cellular,171,35,176,14,unknown,no
34,management,single,tertiary,739,yes,yes,cellular,478,28,304,4,unknown,no
69,entrepreneur,married,tertiary,-2409,yes,no,cellular,604,20,97,15,unknown,no
76,retired,married,primary,-44,no,no,cellular,496,22,68,12,unknown,no
21,technician,married,secondary,229,yes,no,telephone,212,1,115,12,other,no
57,management,single,tertiary,3112,yes,no,cellular,125,42,67,12,unknown,no
24,technician,divorced,secondary,-1304,yes,no,unknown,61,8,144,15,unknown,no
55,admin,married,secondary,1302,yes,yes,cellular,510,8,128,3,unknown,yes
49,technician,married,tertiary,3513,yes,no,unknown,141,20,60,9,unknown,no
86,blue-collar,married,secondary,-1498,yes,no,cellular,967,17,265,12,unknown,no
84,student,married,secondary,1037,no,yes,telephone,450,15,124,2,unknown,yes
73,blue-collar,married,secondary,-989,yes,yes,cellular,85,43,188,9,unknown,no
37,entrepreneur,single,tertiary,6800,yes,no,cellular,374,48,32,4,unknown,yes
81,management,married,tertiary,-674,no,yes,unknown,137,22,90,7,unknown,no
34,student,married,tertiary,2375,no,no,cellular,244,16,215,0,failure,no
33,unemployed,single,secondary,-1915,yes,no,cellular,118,33,183,18,failure,no
28,management,single,secondary,-1073,yes,no,cellular,818,24,116,7,unknown,no
30,admin,married,primary,254,yes,no,cellular,91,20,362,0,unknown,no
35,entrepreneur,single,secondary,-2390,yes,yes,unknown,18,30,91,11,unknown,no
31,management,married,secondary,1871,yes,no,cellular,351,33,210,3,unknown,yes
51,entrepreneur,single,primary,-3139,yes,no,cellular,254,25,181,4,unknown,no
93,technician,single,primary,1591,no,no,telephone,24,46,193,19,failure,no
43,technician,single,tertiary,1627,no,no,cellular,126,46,384,0,failure,no
59,admin,married,tertiary,1859,no,no,cellular,204,36,172,14,other,no
78,technician,married,secondary,3875,no,no,cellular,94,8,280,0,other,no
56,housemaid,married,primary,4471,no,no,cellular,430,30,258,2,unknown,yes
19,retired,divorced,tertiary,-1187,no,no,cellular,516,16,88,15,unknown,no
74,technician,married,tertiary,2619,yes,no,cellular,365,40,78,10,failure,yes
67,blue-collar,divorced,secondary,1450,yes,no,unknown,136,15,115,14,unknown,no
33,technician,married,secondary,4306,no,no,cellular,108,27,56,7,unknown,no
79,student,single,primary,-98,no,yes,unknown,158,45,67,10,unknown,no
28,housemaid,single,tertiary,-3765,no,no,cellular,131,10,129,6,unknown,no
80,management,married,tertiary,799,yes,no,cellular,18,24,5,6,unknown,no
47,retired,single,tertiary,1293,yes,no,cellular,279,31,120,9,unknown,no
71,entrepreneur,married,tertiary,4942,yes,no,cellular,509,38,226,18,unknown,yes
88,blue-collar,married,primary,4013,no,no,unknown,121,19,289,19,unknown,no
44,blue-collar,married,primary,-2339,no,no,telephone,11,1,340,3,unknown,no
81,housemaid,married,secondary,4896,yes,no,cellular,70,2,124,13,unknown,no
26,student,married,secondary,-1364,no,no,telephone,23,39,374,1,unknown,no
93,admin,married,tertiary,-1127,yes,no,cellular,707,12,58,8,unknown,no
89,admin,married,tertiary,1876,no,no,unknown,26,30,21,1,unknown,no
19,housemaid,single,secondary,1991,yes,no,unknown,15,40,360,16,unknown,no
66,unemployed,married,secondary,979,yes,no,unknown,132,13,220,9,unknown,no
65,management,married,secondary,1001,no,no,unknown,12,25,240,4,unknown,no
72,admin,divorced,secondary,-2476,no,no,cellular,180,33,13,3,unknown,no
84,entrepreneur,single,tertiary,1114,no,yes,cellular,365,25,326,18,unknown,yes
48,retired,married,secondary,5072,yes,no,unknown,51,18,196,6,unknown,no
43,entrepreneur,married,secondary,1167,yes,no,cellular,471,8,142,8,unknown,yes
83,retired,married,secondary,6808,yes,no,unknown,186,32,51,19,unknown,no
47,retired,divorced,secondary,1420,yes,no,cellular,31,12,239,2,unknown,no
94,management,married,tertiary,-1107,yes,no,cellular,186,19,205,5,failure,no
18,management,married,secondary,-1277,no,yes,cellular,13,21,290,4,unknown,no
87,unemployed,married,primary,4689,no,no,cellular,77,44,316,12,unknown,no
39,entrepreneur,married,secondary,2292,no,no,cellular,2,2,368,12,unknown,no
92,student,married,secondary,-2809,yes,no,unknown,104,47,376,1,unknown,no
71,housemaid,single,secondary,1859,no,no,cellular,321,11,347,17,unknown,yes
31,blue-collar,married,secondary,3041,no,no,unknown,215,25,100,4,unknown,no
31,entrepreneur,divorced,secondary,-2479,yes,no,cellular,39,1,345,13,unknown,no
88,entrepreneur,divorced,tertiary,728,yes,no,cellular,36,35,302,18,unknown,no
36,entrepreneur,married,secondary,-1140,yes,no,cellular,219,33,199,18,unknown,no
43,entrepreneur,married,primary,72,no,no,cellular,197,41,301,12,unknown,no
76,retired,single,tertiary,-1572,no,no,cellular,27,27,21,9,unknown,no
39,retired,single,tertiary,-4416,yes,yes,cellular,200,21,201,16,unknown,no
23,unemployed,married,secondary,-2762,yes,no,cellular,273,14,82,13,unknown,no
80,technician,married,tertiary,4404,yes,no,unknown,261,48,287,0,unknown,no
94,student,divorced,secondary,-301,no,no,telephone,93,3,397,0,unknown,no
91,blue-collar,married,secondary,6869,yes,no,telephone,302,41,23,2,unknown,yes
71,blue-collar,married,secondary,-1743,no,no,unknown,88,29,273,6,unknown,no
36,admin,single,secondary,2176,no,no,cellular,186,17,373,9,unknown,no
27,student,divorced,primary,2131,no,no,unknown,257,49,282,1,failure,no
54,student,single,primary,1370,yes,no,telephone,253,4,273,4,unknown,no
94,admin,single,tertiary,4914,yes,no,unknown,76,44,381,14,success,yes
34,retired,married,secondary,-2403,yes,no,telephone,152,46,323,0,unknown,no
72,student,married,secondary,4753,yes,no,cellular,171,22,158,18,unknown,no
22,admin,married,tertiary,367,no,no,unknown,48,14,130,0,unknown,no
38,retired,single,secondary,2755,no,no,cellular,1,14,80,13,unknown,no
56,unemployed,married,secondary,958,yes,no,cellular,18,48,194,5,success,yes
37,admin,divorced,tertiary,5850,no,yes,cellular,6,9,326,12,success,yes
88,blue-collar,married,secondary,-1265,no,no,unknown,63,2,218,10,unknown,no
32,blue-collar,divorced,secondary,-3071,yes,no,cellular,70,37,125,8,unknown,no
70,entrepreneur,divorced,tertiary,3550,yes,no,cellular,361,5,386,6,unknown,yes
50,housemaid,single,secondary,1859,yes,no,cellular,24,18,273,6,unknown,no
61,student,married,secondary,2466,yes,no,cellular,36,43,125,10,unknown,no
83,entrepreneur,divorced,secondary,5195,yes,no,unknown,174,32,85,4,unknown,no
67,student,single,tertiary,2123,yes,no,cellular,113,41,172,10,unknown,no
49,management,married,secondary,594,yes,no,cellular,899,9,139,11,unknown,no
88,management,single,primary,1339,no,no,cellular,258,44,38,19,unknown,no
90,student,married,secondary,7331,yes,no,cellular,56,4,189,0,success,yes
72,student,single,secondary,2411,no,yes,cellular,230,3,182,7,failure,no
45,student,single,tertiary,3743,no,no,cellular,46,37,274,0,unknown,no
20,unemployed,single,secondary,-978,no,yes,cellular,205,21,93,4,unknown,no
70,admin,married,tertiary,3970,yes,no,cellular,6,39,117,9,unknown,no
59,admin,married,secondary,222,yes,no,unknown,40,46,52,1,other,no
19,entrepreneur,married,secondary,-3816,no,no,cellular,19,30,363,0,unknown,no
39,retired,single,secondary,2061,yes,no,unknown,100,37,379,3,success,yes
42,blue-collar,married,secondary,1799,no,no,cellular,145,24,219,2,unknown,no
49,unemployed,married,secondary,2497,no,no,cellular,54,1,232,6,success,yes
24,admin,single,tertiary,624,yes,no,cellular,691,16,67,4,failure,no
79,management,married,tertiary,4583,yes,no,cellular,95,28,260,7,unknown,no
48,student,single,secondary,2350,no,no,cellular,148,30,162,2,unknown,no
80,entrepreneur,married,secondary,423,yes,no,unknown,112,19,134,18,unknown,no
54,blue-collar,married,tertiary,4656,yes,no,unknown,358,23,399,1,unknown,yes
85,entrepreneur,divorced,tertiary,2528,yes,yes,cellular,83,34,89,8,unknown,no
26,student,single,secondary,1863,yes,no,unknown,515,37,147,19,unknown,yes
87,admin,married,tertiary,-21,yes,no,cellular,294,23,131,17,unknown,no
63,technician,married,tertiary,7376,yes,no,cellular,14,43,95,6,unknown,no
51,entrepreneur,single,secondary,-1558,no,no,unknown,386,16,200,18,unknown,no
77,management,married,tertiary,352,yes,no,cellular,36,41,386,8,failure,no
30,management,married,secondary,364,no,yes,unknown,11,32,188,19,unknown,no
53,retired,married,secondary,867,no,no,unknown,45,16,116,6,unknown,no
65,student,single,secondary,3226,no,no,cellular,16,35,370,15,unknown,no
92,admin,married,secondary,2712,no,no,unknown,175,27,108,13,unknown,no
23,retired,married,secondary,3099,yes,no,telephone,106,3,305,8,unknown,no
22,blue-collar,divorced,tertiary,1157,yes,no,cellular,115,20,53,6,failure,no
82,entrepreneur,married,primary,4900,no,no,cellular,172,27,372,12,unknown,no
67,management,married,secondary,-906,no,no,cellular,124,2,129,13,unknown,no
91,admin,single,secondary,-1118,yes,yes,cellular,860,13,219,0,unknown,no
91,student,married,tertiary,-2249,yes,no,cellular,175,6,196,12,other,no
41,admin,divorced,tertiary,98,no,no,cellular,158,14,13,1,unknown,no
24,technician,married,secondary,1724,yes,no,cellular,96,24,44,6,unknown,no
75,retired,single,secondary,-265,yes,yes,cellular,106,27,201,12,unknown,no
38,admin,married,primary,-85,yes,no,cellular,820,9,299,14,unknown,no
50,student,single,secondary,4762,yes,yes,cellular,0,23,174,12,unknown,no
61,entrepreneur,married,secondary,-647,yes,no,cellular,30,35,347,18,unknown,no
42,student,married,primary,470,yes,no,cellular,75,44,256,8,unknown,no
32,technician,married,tertiary,2565,yes,no,cellular,422,37,251,9,unknown,yes
46,entrepreneur,married,tertiary,-3596,yes,no,unknown,500,14,189,13,unknown,no
69,management,married,secondary,-2184,yes,no,cellular,10,26,130,9,other,no
34,blue-collar,married,secondary,3707,no,no,cellular,27,8,358,2,other,no
53,blue-collar,single,tertiary,-4133,yes,no,telephone,385,45,280,16,unknown,no
52,admin,divorced,primary,-3022,yes,no,cellular,57,31,29,9,unknown,no
57,entrepreneur,married,primary,-3570,yes,no,unknown,92,8,375,10,unknown,no
40,housemaid,married,secondary,365,yes,no,cellular,0,36,99,18,unknown,no
90,entrepreneur,married,secondary,-2421,yes,no,unknown,121,30,57,17,unknown,no
51,technician,married,tertiary,-1129,yes,no,cellular,360,16,157,0,unknown,no
75,admin,divorced,primary,4901,yes,no,cellular,81,31,270,19,unknown,no
78,management,married,secondary,805,no,yes,cellular,383,31,222,18,unknown,no
45,student,married,tertiary,2083,no,no,unknown,76,35,170,15,unknown,no
77,unemployed,single,tertiary,2490,yes,no,cellular,193,37,124,9,other,no
49,admin,married,secondary,4618,no,yes,unknown,62,14,278,2,unknown,no
75,unemployed,married,secondary,-29,no,no,cellular,130,47,237,13,unknown,no
61,unemployed,single,primary,1184,yes,yes,unknown,317,39,217,13,unknown,yes
51,housemaid,married,tertiary,728,yes,no,cellular,339,25,63,11,unknown,no
38,management,divorced,secondary,-1603,yes,no,cellular,14,1,186,3,unknown,no
18,retired,married,tertiary,941,yes,no,cellular,476,29,49,3,unknown,no
72,housemaid,married,tertiary,2338,yes,no,unknown,132,28,143,3,failure,no
66,retired,divorced,secondary,4028,yes,no,cellular,44,29,247,0,unknown,no
38,management,married,tertiary,-1225,no,yes,cellular,320,10,336,15,unknown,no
72,entrepreneur,married,secondary,4691,yes,yes,cellular,181,8,154,13,unknown,no
44,entrepreneur,married,tertiary,233,no,no,cellular,127,40,144,8,unknown,no
37,unemployed,single,secondary,5124,yes,no,cellular,300,30,80,12,unknown,no
33,management,married,secondary,1336,yes,no,cellular,41,30,339,1,unknown,no
65,entrepreneur,single,tertiary,2255,yes,no,cellular,156,41,129,12,failure,no
49,technician,single,tertiary,271,yes,no,unknown,587,6,118,6,unknown,no
49,technician,married,secondary,6125,no,no,unknown,182,15,278,13,other,no
70,entrepreneur,married,tertiary,-1265,no,no,cellular,164,24,347,18,unknown,no
70,student,married,tertiary,4518,yes,no,unknown,5,13,106,5,failure,no
19,unemployed,married,tertiary,-1914,yes,no,unknown,36,9,50,13,unknown,no
74,entrepreneur,divorced,secondary,-611,no,no,cellular,170,20,331,11,unknown,no
39,technician,divorced,tertiary,6520,yes,no,cellular,218,36,336,13,unknown,no
69,admin,married,secondary,3325,yes,no,unknown,414,49,394,9,failure,yes
75,entrepreneur,divorced,secondary,2233,no,no,cellular,369,13,394,15,unknown,yes
51,housemaid,single,secondary,2028,no,no,cellular,80,27,278,14,unknown,no
88,entrepreneur,divorced,tertiary,4769,yes,no,telephone,210,18,387,3,unknown,no
34,unemployed,married,secondary,2528,no,no,unknown,112,8,371,7,unknown,no
89,management,married,secondary,1522,no,no,cellular,116,42,201,5,unknown,no
40,entrepreneur,divorced,secondary,2813,yes,no,unknown,523,49,233,10,unknown,yes
50,entrepreneur,divorced,secondary,828,no,no,cellular,237,8,231,7,unknown,no
46,blue-collar,divorced,primary,224,yes,no,cellular,620,24,32,11,unknown,no
36,retired,married,secondary,-731,no,no,cellular,268,44,122,15,unknown,no
86,unemployed,married,tertiary,-1743,no,no,cellular,232,40,195,3,unknown,no
54,student,married,primary,2808,yes,no,unknown,100,27,227,9,failure,no
43,blue-collar,single,tertiary,934,yes,no,unknown,20,20,7,1,unknown,no
41,unemployed,single,secondary,-3477,no,no,cellular,179,35,276,15,unknown,no
71,entrepreneur,single,tertiary,231,no,no,unknown,113,8,349,3,other,no
38,student,single,tertiary,2297,yes,no,cellular,160,24,120,17,unknown,no
27,student,married,tertiary,-662,no,yes,cellular,59,40,187,12,unknown,no
59,housemaid,single,secondary,2294,yes,no,unknown,39,12,349,18,success,yes
46,housemaid,married,tertiary,-5306,yes,no,cellular,55,47,143,12,unknown,no
74,blue-collar,married,secondary,6111,no,yes,cellular,192,33,173,18,unknown,no
