duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,protocol,intrusion
12.38,19763,11855,0,0,0,2,0,1,0,397,369,icmp,normal
1.94,4723,1980,0,0,0,3,0,1,0,503,308,tcp,normal
11.54,4537,16231,0,0,0,1,1,1,0,20,434,icmp,attack
0.16,474,3003,0,1,0,29,0,1,2,209,298,udp,attack
9.97,14,938,0,0,0,7,0,1,1,89,114,udp,normal
17.86,6308,456,0,0,0,5,0,1,0,111,182,tcp,normal
10.27,42940,17765,0,0,0,9,0,1,0,85,62,tcp,normal
0.68,20270,4108,0,0,0,16,0,1,0,8,24,tcp,normal
47.07,2468,575,0,0,0,6,0,1,0,273,57,tcp,normal
4.4,3479,463,0,0,0,19,0,1,0,100,390,udp,normal
4.79,49404,142,0,0,0,12,0,1,0,290,83,tcp,normal
0.89,740,32935,0,0,0,10,0,1,0,504,115,tcp,normal
1.83,1204,2888,0,0,0,19,0,1,0,364,83,tcp,normal
3.16,81,20902,0,0,0,4,0,0,0,304,493,tcp,normal
16.05,7558,74531,0,0,0,26,0,0,0,124,115,tcp,normal
11.77,1096,46872,0,0,0,23,0,1,0,394,76,tcp,normal
8.76,1639,492,0,0,0,9,0,0,0,223,160,tcp,normal
19.94,11661,368343,0,0,0,1,0,1,0,206,153,udp,normal
61.22,662,5158,0,0,0,22,0,1,0,459,64,tcp,normal
4.86,8066,109,0,0,0,8,0,1,0,75,224,tcp,normal
4.96,8947,1843,0,0,0,23,0,1,0,285,4,tcp,normal
13.32,1448,1387,0,0,0,25,0,1,1,400,167,tcp,normal
10.34,15971,2639,0,0,0,25,0,1,0,485,130,tcp,normal
0.13,2425,2035,0,0,0,17,0,1,0,403,407,tcp,normal
10.65,12466,3898,0,0,0,3,0,1,0,86,199,tcp,normal
12.72,869,274,0,0,0,16,0,0,0,408,84,tcp,normal
42.64,9606,2117,0,0,0,19,0,0,0,427,36,tcp,normal
8.84,1465,479,0,0,0,4,0,1,0,312,188,tcp,normal
11.53,5828,1662,0,0,0,5,0,0,2,364,437,tcp,normal
15.55,6042,799,0,0,0,1,0,0,0,104,17,tcp,normal
1.01,1343,491,0,0,0,20,0,1,0,39,86,udp,normal
13.27,1266,5062,0,0,0,4,0,0,0,393,327,udp,normal
7.92,1950,3080,0,0,0,19,0,1,0,349,251,tcp,normal
1.05,3440,2617,0,0,0,23,0,1,0,304,500,tcp,normal
11.08,9392,462,0,0,0,25,0,1,0,161,104,tcp,normal
2.67,4791,3566,0,0,0,22,0,1,0,298,343,tcp,normal
7.72,7,1043,0,0,0,11,0,1,1,475,462,tcp,normal
3.3,16497,488,0,0,0,26,0,1,0,348,330,tcp,normal
1.1,6676,8289,0,0,0,10,0,1,0,34,494,tcp,normal
2.89,31435,5723,0,0,0,29,0,0,0,429,449,udp,normal
5.78,16273,2,0,0,0,17,0,1,0,164,249,tcp,normal
6.81,1279,15,0,0,0,7,0,1,0,32,316,tcp,normal
1.61,288,25446,0,0,0,13,0,0,0,82,366,tcp,normal
3.87,110592,90,0,0,0,23,0,1,0,154,505,udp,normal
19.62,38816,79,0,0,0,13,0,0,0,80,465,tcp,normal
24.12,13262,824,0,0,0,20,0,1,0,480,296,tcp,normal
7.66,606,1861,0,0,0,22,0,1,1,417,206,tcp,normal
6.74,220,416,0,0,0,3,0,1,0,472,305,tcp,normal
8.71,1250,2,0,0,0,4,0,1,0,427,312,tcp,normal
2.42,16641,1497,0,0,0,13,0,1,0,134,337,icmp,normal
50.47,24,40298,0,0,0,13,0,0,0,308,266,udp,normal
13.68,697,69,0,0,0,2,0,1,1,316,378,icmp,normal
2.73,631401,29649,0,0,0,27,0,1,0,78,210,udp,normal
3.18,1461,628,0,0,0,3,0,1,1,84,163,tcp,normal
10.45,3212,38884,0,0,0,19,0,0,0,383,394,tcp,normal
3.9,2830,3818,0,0,0,6,0,0,0,346,299,tcp,normal
4.39,93789,368,0,0,0,25,0,1,0,78,20,udp,normal
15.18,1562,3866,0,0,0,25,0,1,0,360,208,tcp,normal
3.11,82,15115,0,0,0,9,0,0,0,496,401,tcp,normal
12.22,23414,59,0,0,0,11,0,0,1,443,504,icmp,normal
27.32,351,1366,0,0,0,28,0,1,0,44,39,udp,normal
1.33,150,8693,0,0,0,16,0,0,0,495,50,udp,normal
1.56,63083,552,0,0,0,22,0,1,0,122,92,tcp,normal
28.62,13182,78,0,0,0,20,0,0,0,408,329,tcp,normal
2.28,1435,65995,0,0,0,13,0,0,0,71,468,icmp,normal
0.21,30016,29,0,0,0,7,0,0,0,323,198,tcp,normal
20.29,20962,584,0,0,0,10,0,1,0,296,461,tcp,normal
3.32,761,949,0,0,0,7,0,1,0,90,201,tcp,normal
3.54,4363,72258,0,0,0,29,0,0,0,148,176,tcp,normal
2.57,2407,12,0,0,0,21,0,0,0,409,417,tcp,normal
24.97,788,1063,0,0,0,18,0,1,0,222,291,tcp,normal
14.89,3255,306,0,0,0,17,0,1,0,238,150,tcp,normal
9.08,13854,302,0,0,0,24,0,1,0,160,407,tcp,normal
6.04,459,25049,0,0,0,7,0,0,0,327,46,tcp,normal
1.55,15458,156,0,0,0,15,0,0,0,52,89,tcp,normal
26.04,72,88,0,0,0,25,0,1,0,213,228,tcp,normal
13.85,4625,104,0,0,0,20,0,1,0,277,375,udp,normal
3.27,683,1523,0,0,0,15,0,1,0,305,263,tcp,normal
29.47,69945,1042,0,0,0,9,0,1,2,279,15,icmp,normal
27.36,118,641,0,0,0,18,0,1,0,448,349,tcp,normal
10.77,1846,377,0,0,0,29,0,1,0,12,456,tcp,normal
42.0,564,18804,0,0,0,6,0,0,0,452,165,tcp,normal
2.07,958,21,0,0,0,10,0,1,0,339,458,tcp,normal
13.14,306,12338,0,0,0,1,0,0,0,261,74,tcp,normal
1.65,4208,66,0,0,0,20,0,1,1,449,316,tcp,normal
11.77,4695,9394,0,0,0,29,0,0,0,223,434,icmp,normal
25.24,93,5544,0,0,0,3,0,1,0,448,109,udp,normal
7.68,10369,3873,0,0,0,20,0,1,0,171,269,tcp,normal
14.4,124,914,0,0,0,25,0,1,1,48,147,udp,normal
1.54,3160,464,0,0,0,20,0,1,0,130,496,udp,normal
10.03,101128,1602,0,0,0,10,0,1,0,194,305,tcp,normal
0.65,533,10422,0,0,0,16,0,1,0,203,279,tcp,normal
0.38,1639,580,0,0,0,26,0,0,0,329,55,tcp,normal
10.05,615,393,0,0,0,26,0,1,0,195,399,udp,normal
8.51,779,1006,0,0,0,11,0,0,0,33,465,tcp,normal
3.99,5545,652,0,0,0,9,0,0,0,23,10,udp,normal
7.19,75097,791,0,0,0,11,0,1,0,492,184,udp,normal
11.53,2778,30072,0,0,0,27,0,1,0,466,116,tcp,normal
10.35,32385,233,0,0,0,7,0,1,1,504,360,tcp,normal
0.76,698,13665,0,0,0,14,0,1,0,446,319,tcp,normal
11.34,27361,6957,0,0,0,17,0,1,1,202,185,tcp,normal
10.77,82910,61,0,0,0,12,0,0,0,59,46,icmp,normal
11.07,34094,263,0,0,0,13,0,1,0,95,417,tcp,normal
18.8,12826,991,0,0,0,8,0,1,0,208,56,tcp,normal
8.6,10544,973,0,0,0,27,0,1,0,256,109,tcp,normal
27.79,653,377,0,0,0,19,0,0,0,368,274,udp,normal
39.12,155,8320,0,0,0,28,0,1,0,109,68,udp,normal
13.94,11269,1644,0,0,0,7,0,0,0,283,315,udp,normal
4.44,619,1267,0,0,0,9,0,1,0,452,132,tcp,normal
1.54,725,14649,0,0,0,18,0,0,0,427,143,udp,normal
17.16,152,256,0,0,0,20,0,1,0,310,159,tcp,normal
1.59,945,345,0,0,0,26,0,1,0,449,258,tcp,normal
1.58,26183,503,0,0,0,0,0,0,0,46,204,tcp,normal
25.14,20181,67,0,0,0,21,0,1,0,140,62,tcp,normal
8.21,213,1049,0,0,0,7,0,0,1,439,161,tcp,normal
3.47,431,3826,0,0,0,3,0,0,0,110,430,tcp,normal
32.96,81,87,0,0,0,16,0,1,0,186,252,tcp,normal
12.29,6188,134,0,0,0,10,0,1,0,360,434,tcp,normal
7.65,4335,1190,0,0,0,10,0,0,0,137,148,tcp,normal
4.0,5143,2176,0,0,0,26,0,1,0,491,450,tcp,normal
11.29,1228,667,0,0,0,27,0,1,0,93,487,udp,normal
13.13,11097,500,0,0,0,25,0,0,1,302,321,tcp,normal
12.45,1667,16298,0,0,0,25,0,1,0,421,253,tcp,normal
2.17,20228,342,0,0,0,14,1,1,0,449,340,tcp,attack
11.95,333,22610,0,0,0,13,0,1,0,339,504,udp,normal
8.71,16978,355,0,0,0,7,0,1,0,333,24,tcp,normal
18.98,7085,3089,0,0,0,5,0,0,0,494,142,tcp,normal
9.8,11158,338,0,0,0,27,0,1,0,64,49,tcp,normal
1.58,1556,464,0,0,0,25,0,0,0,73,101,udp,normal
3.84,99535,308,0,0,0,7,0,0,0,22,425,tcp,normal
13.62,713,4707,0,0,0,17,0,1,0,501,157,tcp,normal
13.47,285528,28551,0,1,0,5,0,1,0,409,149,tcp,normal
2.52,7285,1347,0,0,0,27,0,1,0,393,288,tcp,normal
4.38,29479,135,0,0,0,17,0,0,0,419,187,tcp,normal
0.15,54711,3849,0,0,0,5,0,0,0,437,128,icmp,normal
4.03,14163,20985,0,0,0,5,0,1,0,46,53,tcp,normal
0.27,127037,6267,0,0,0,9,0,1,2,174,486,tcp,normal
20.63,19817,68,0,0,0,12,0,1,0,63,504,udp,normal
10.99,12938,323,0,0,0,6,0,1,0,441,87,icmp,normal
34.79,7646,215,0,0,0,13,0,0,0,106,221,icmp,normal
22.25,6420,1234,0,0,0,0,0,0,0,457,206,tcp,normal
9.25,27993,3458,0,0,0,16,0,0,0,263,63,tcp,normal
6.99,559,10198,0,0,0,16,0,0,0,209,199,icmp,normal
21.52,2203,2445,0,0,0,4,0,0,0,332,151,tcp,normal
3.54,8258,22684,0,3,0,0,0,0,0,329,81,tcp,normal
2.53,698,44285,0,0,0,18,0,1,0,6,34,icmp,normal
5.28,20562,19353,0,0,0,0,0,1,2,88,224,tcp,normal
0.55,1954,284,0,0,0,22,0,1,0,275,421,tcp,normal
3.59,231,4425,0,0,0,23,0,1,0,379,389,tcp,normal
0.87,889,3294,0,0,0,19,0,1,3,55,42,tcp,normal
0.54,20386,48464,0,0,0,8,0,1,0,320,237,tcp,normal
8.01,370,582480,0,0,0,7,2,0,0,465,212,icmp,attack
12.32,435,517,0,0,0,6,0,1,0,251,200,tcp,normal
7.69,8418,1765,0,0,0,10,0,1,2,382,328,tcp,normal
0.73,214,1474,0,0,0,24,0,1,0,78,508,tcp,normal
5.02,9260,13289,0,0,0,25,0,1,0,321,88,tcp,normal
1.18,48,951,0,0,0,2,0,1,1,123,409,tcp,normal
10.5,7708,4888,0,0,0,27,0,1,0,239,302,tcp,normal
17.51,2473,1328,0,0,0,17,0,1,0,184,283,tcp,normal
1.24,78310,60,0,0,0,9,0,1,0,338,96,udp,normal
0.69,60,1191,0,0,0,20,0,0,0,350,135,tcp,normal
5.21,818,1904,0,0,0,15,0,1,0,113,444,tcp,normal
3.62,8397,2164,0,0,0,25,0,1,0,344,12,tcp,normal
3.02,2707,10164,0,0,0,24,0,1,1,464,112,tcp,normal
2.37,1098,564,0,0,0,17,0,1,0,105,135,udp,normal
3.81,86,158,0,0,0,1,0,0,1,146,365,tcp,normal
33.63,6912,22595,0,0,0,20,0,0,0,395,429,tcp,normal
19.5,276236,527,0,0,0,8,0,0,0,243,392,tcp,normal
9.2,682,1943,0,0,0,8,0,1,0,357,132,tcp,normal
16.12,3467,1514,0,0,0,25,0,0,0,448,412,tcp,normal
0.15,6021,63,0,0,0,3,0,1,0,34,46,tcp,normal
1.18,1340,24945,0,0,0,27,0,1,0,294,189,tcp,normal
3.46,2736,2424,0,0,0,24,0,0,0,194,368,icmp,normal
10.33,375,4626,0,0,0,11,0,0,0,164,208,tcp,normal
21.49,186,16947,0,0,0,16,1,1,0,27,40,udp,attack
2.63,60273,1035,0,0,0,8,0,1,0,8,290,tcp,normal
1.5,2331,4503,0,0,0,10,0,0,0,464,372,tcp,normal
18.83,8933,1941,0,0,0,22,0,1,0,335,283,tcp,normal
5.26,7165,6744,0,0,0,24,0,0,0,129,410,tcp,normal
12.02,442,663,0,0,0,10,0,0,0,218,491,tcp,normal
7.94,219,32511,0,0,0,25,0,1,0,479,395,tcp,normal
1.93,868,143,0,0,0,20,0,1,0,100,1,udp,normal
12.06,4649,21996,0,0,0,21,0,1,0,451,149,tcp,normal
5.46,569,25955,0,0,0,16,0,1,0,449,288,tcp,normal
3.39,1169,2611,0,0,0,17,0,0,0,132,203,tcp,normal
23.3,53,1212,0,0,0,16,0,1,0,10,215,udp,normal
0.06,2757,21631,0,0,0,0,0,1,1,97,188,tcp,normal
5.19,3467,9141,0,0,0,6,0,0,0,327,68,tcp,normal
3.57,2957,263,0,0,0,13,0,1,0,79,130,icmp,normal
0.56,396,4197,0,0,0,28,0,0,0,457,340,tcp,normal
0.84,414,845,0,0,0,18,0,1,0,496,476,tcp,normal
1.89,335,3272,0,0,0,14,0,0,0,325,310,tcp,normal
7.03,1275,4615,0,0,0,15,0,1,0,244,393,tcp,normal
3.32,717,278,0,0,0,14,0,0,0,417,491,tcp,normal
18.19,50117,82,0,0,0,14,0,1,0,298,197,tcp,normal
2.74,110205,432,0,0,0,13,0,1,0,113,138,tcp,normal
12.74,18209,16810,0,0,0,16,0,1,1,381,73,tcp,normal
2.36,3629,1783,0,0,0,16,0,0,0,285,3,udp,normal
0.43,1579,17681,0,0,0,6,0,1,0,247,287,tcp,normal
3.07,554,47135,0,0,0,26,0,1,0,191,99,udp,normal
18.17,3402,1808,0,0,0,27,0,1,0,281,388,tcp,normal
0.86,2151,3685,0,0,0,4,0,0,0,403,135,tcp,normal
4.22,376,7476,0,0,0,12,0,0,0,465,272,tcp,normal
0.08,612,23,0,0,0,15,0,1,1,413,16,tcp,normal
9.95,60,381,0,0,0,0,0,1,1,213,348,udp,normal
28.6,390,1268,0,0,0,23,1,1,0,79,103,tcp,attack
4.85,6614,12336,0,0,0,14,0,1,0,378,370,udp,normal
8.6,23527,75,0,0,0,5,0,1,1,218,269,tcp,normal
6.02,8560,6242,0,0,0,4,0,0,1,3,236,tcp,normal
36.24,1089,483,0,0,0,15,0,1,0,362,189,icmp,normal
13.32,106,4110,0,0,0,5,0,1,0,366,212,tcp,normal
0.45,272,649,0,0,0,23,0,1,0,158,173,tcp,normal
1.15,7206,816,0,0,0,11,0,1,0,81,248,udp,normal
6.36,6725,519,0,0,0,24,0,1,0,369,196,tcp,normal
9.99,811,656,0,0,0,10,0,1,0,134,152,udp,normal
3.43,1323,15772,0,0,0,10,4,1,0,77,224,tcp,attack
11.23,140330,174,0,0,0,24,0,1,0,455,86,tcp,normal
8.59,87,85,0,0,0,10,0,1,0,297,188,tcp,normal
5.71,3041,127,0,0,0,18,0,0,0,80,126,tcp,normal
8.73,262,478,0,0,0,0,0,0,0,389,492,udp,normal
24.82,297,1074,0,0,0,9,0,1,0,337,188,tcp,normal
2.79,6865,1930,0,0,0,5,0,0,0,193,261,tcp,normal
15.66,88744,1085,0,0,0,22,0,1,2,201,121,udp,normal
0.12,10256,387,0,0,0,15,0,1,2,121,354,udp,normal
0.89,67911,69239,0,0,0,5,0,1,0,242,360,tcp,normal
29.89,62,4577,0,0,0,4,0,0,0,178,160,tcp,normal
11.96,7965,295,0,0,0,12,0,0,0,77,249,tcp,normal
10.03,18241,1338,0,0,0,9,0,0,2,348,88,udp,normal
4.07,1828,11806,0,0,0,10,0,0,0,489,357,tcp,normal
2.04,15698,455,0,0,0,4,0,1,0,149,136,tcp,normal
4.78,518247,876,0,0,0,11,0,0,0,71,431,tcp,normal
9.12,4024,576,0,0,0,13,0,1,0,453,210,tcp,normal
10.06,1360,13424,0,0,0,9,0,0,0,312,236,tcp,normal
1.86,28910,3172,0,0,0,2,0,0,1,456,73,tcp,normal
5.9,27356,368,0,0,0,19,0,0,0,151,386,tcp,normal
8.36,1737,99078,0,0,0,13,0,0,0,289,321,udp,normal
32.18,986,187,0,0,0,25,0,0,0,193,117,udp,normal
7.97,27271,1316,0,0,0,18,0,0,1,350,199,udp,normal
8.69,1245,15204,0,3,0,24,0,1,0,408,426,icmp,normal
14.49,2675,1081,0,0,0,29,0,0,0,343,276,tcp,normal
5.43,5482,713,0,0,0,18,0,0,0,21,499,icmp,normal
4.84,2055,3281,0,0,0,14,0,0,0,333,252,tcp,normal
8.94,3105,1906,0,0,0,15,0,1,0,370,139,tcp,normal
15.29,571,262,0,0,0,27,0,0,0,354,212,tcp,normal
10.15,9189,5655,0,0,0,20,0,1,0,169,365,tcp,normal
2.06,1326,264,0,0,0,21,0,0,0,471,258,tcp,normal
5.07,63953,86,0,0,0,23,0,1,0,230,97,tcp,normal
7.19,3773,2089,0,0,0,9,0,1,0,85,342,icmp,normal
7.42,23357,249,0,0,0,5,0,1,0,377,348,icmp,normal
4.15,10488,1536,0,0,0,5,0,0,0,243,159,udp,normal
7.39,28048,3124,0,0,0,21,0,1,0,504,227,tcp,normal
11.18,1217,2114,0,0,0,0,0,1,0,278,266,udp,normal
6.31,279,760734,0,0,0,9,0,0,0,367,342,tcp,normal
6.0,494,27610,0,0,0,26,0,0,1,489,465,icmp,normal
16.17,426,4530,0,0,0,21,0,1,0,302,59,udp,normal
14.14,580,4038,0,0,0,16,0,1,0,489,363,tcp,normal
5.49,284,7623,0,0,0,28,0,1,0,413,230,tcp,normal
55.25,2364,1514,0,0,0,1,0,1,1,53,114,tcp,normal
0.69,13280,1269,0,0,0,23,0,1,0,279,135,icmp,normal
3.95,224,1375,0,0,0,23,0,1,0,22,293,tcp,normal
0.38,776,594,0,0,0,1,0,1,0,98,269,udp,normal
18.29,23061,88140,0,0,0,27,0,0,0,392,477,tcp,normal
14.09,134,204,0,0,0,14,0,1,0,239,374,udp,normal
11.51,2976,10620,0,0,0,18,0,1,0,88,410,tcp,normal
2.41,9685,7867,0,0,0,21,0,0,0,300,3,tcp,normal
12.3,193373,6228,0,0,0,19,0,1,0,393,295,tcp,normal
4.39,26,1755,0,0,0,24,0,0,0,122,394,icmp,normal
20.29,213,263,0,0,0,6,0,1,0,31,421,tcp,normal
2.23,5352,3906,0,0,0,25,0,1,0,11,279,tcp,normal
2.46,1411,3904,0,0,0,8,0,1,0,305,20,tcp,normal
32.34,12,178879,0,0,0,28,0,0,0,494,290,icmp,normal
7.28,1223,5910,0,0,0,6,0,1,0,486,260,tcp,normal
5.91,486,2877,0,0,0,15,0,0,0,95,416,tcp,normal
4.33,110,1675,0,0,0,28,0,0,0,52,109,icmp,normal
17.79,1392,735,0,0,0,21,0,1,0,438,170,udp,normal
4.35,210,2738,0,0,0,29,0,1,1,323,402,udp,normal
4.4,527,5588,0,0,0,3,0,1,0,25,308,tcp,normal
1.32,40055,355,0,0,0,7,0,1,0,77,129,tcp,normal
7.35,124124,630,0,0,0,27,0,1,0,80,87,udp,normal
25.74,490,277,0,0,0,27,0,1,0,44,364,tcp,normal
31.59,3756,4251,0,0,0,21,0,1,2,406,461,tcp,normal
54.07,10366,15208,0,0,0,9,0,0,0,141,388,icmp,normal
6.41,548,7,0,0,0,20,0,0,0,374,230,tcp,normal
14.91,428,838,0,0,0,12,0,1,0,19,457,tcp,normal
8.04,10640,58104,0,0,0,21,0,1,1,442,485,tcp,normal
7.94,1886,7121,0,0,0,11,0,1,1,189,174,tcp,normal
16.41,1937,3494,0,0,0,28,0,1,0,220,159,tcp,normal
18.04,287,147,0,0,0,21,0,1,0,405,66,tcp,normal
0.2,385,9251,0,0,0,17,0,1,0,154,434,icmp,normal
28.61,3379,1399,0,0,0,2,0,0,0,297,336,tcp,normal
17.32,1246,7333,0,0,0,25,0,1,0,254,361,tcp,normal
12.77,3581,143331,0,0,0,8,0,1,0,504,254,tcp,normal
19.11,19562,115,0,0,0,7,0,1,0,170,405,udp,normal
7.71,4010,28822,0,0,0,7,0,0,0,179,376,tcp,normal
14.84,812,884,0,0,0,0,0,0,0,209,149,udp,normal
9.13,18235,19091,0,0,0,27,0,0,0,445,194,tcp,normal
7.83,2787,483,0,0,0,24,0,1,0,125,308,tcp,normal
2.38,41012,221,0,0,0,19,0,1,1,118,292,icmp,normal
18.8,718,7085,0,0,0,13,0,1,0,263,327,tcp,normal
21.53,2366,56,0,0,0,26,0,1,0,346,399,tcp,normal
35.47,1507,337,0,0,0,14,0,0,0,441,101,tcp,normal
1.28,3676,338,0,0,0,1,0,1,0,442,329,tcp,normal
3.45,4733,402,0,0,0,22,0,1,0,24,385,tcp,normal
11.56,2934,5395,0,0,0,21,0,1,0,17,16,icmp,normal
19.33,14942,4450,0,0,0,13,0,1,0,186,471,tcp,normal
13.92,6747,1242,0,0,0,12,0,0,0,320,216,tcp,normal
6.08,395776,327,0,0,0,15,0,1,0,270,494,tcp,normal
12.95,545316,1093,0,0,0,8,0,1,0,132,216,tcp,normal
0.75,729,116,0,0,0,10,0,1,0,208,394,tcp,normal
10.86,1037,114,0,0,0,1,0,1,0,276,39,tcp,normal
0.08,227,346,0,0,0,5,0,0,0,417,496,tcp,normal
0.49,75105,78,0,0,0,26,0,0,0,486,11,udp,normal
14.16,1235,1881,0,0,0,7,0,0,0,49,30,udp,normal
6.49,4938,4660,0,0,0,5,0,1,0,146,168,tcp,normal
0.61,266,1452,0,0,0,7,0,1,0,284,417,tcp,normal
6.58,3800,153,0,0,0,13,1,1,0,338,391,icmp,attack
0.65,87,565,0,0,0,17,0,1,0,53,390,tcp,normal
4.25,32461,8936,0,0,0,24,0,1,0,505,491,tcp,normal
1.71,116638,14769,0,0,0,27,0,1,0,12,380,tcp,normal
2.48,12048,126,0,0,0,21,0,1,0,485,178,tcp,normal
2.18,446,3435,0,0,0,6,0,0,0,113,436,tcp,normal
4.65,9030,273,0,3,0,17,0,1,0,84,200,tcp,normal
1.14,4423,15112,0,0,0,15,0,1,0,197,464,tcp,normal
7.5,48022,16855,0,0,0,9,0,0,1,362,433,tcp,normal
5.23,16193,9,0,0,0,7,0,0,0,186,380,udp,normal
18.32,347,215,0,0,0,10,0,1,0,292,21,tcp,normal
17.48,30476,3256,0,0,0,8,0,1,0,447,324,tcp,normal
17.39,2536,16,0,0,0,2,0,0,0,320,367,tcp,normal
6.34,41443,26727,0,0,0,29,0,1,0,11,347,tcp,normal
3.44,130,3098,0,0,0,3,0,1,0,115,291,icmp,normal
5.37,8544,62,0,0,0,14,0,1,0,425,124,udp,normal
11.63,1653,10122,0,0,0,12,0,0,0,288,129,tcp,normal
7.55,3608,10281,0,0,0,10,0,0,1,129,400,icmp,normal
9.79,767,4365,0,0,0,5,0,1,1,406,31,tcp,normal
11.83,8119,3266,0,0,0,13,0,1,0,150,59,tcp,normal
25.05,458,7426,0,0,0,14,0,1,0,438,230,tcp,normal
28.82,130,145,0,0,0,12,0,0,0,461,18,tcp,normal
18.36,664,1880,0,0,0,2,0,0,1,175,293,udp,normal
0.67,679,255,0,0,0,25,0,0,0,325,121,tcp,normal
38.79,1588,11941,0,0,0,27,0,1,0,287,138,tcp,normal
12.16,12400,1176,0,0,0,22,0,1,0,336,305,udp,normal
11.82,460,13,0,0,0,15,0,0,0,30,279,tcp,normal
0.23,14471,57,0,0,0,7,0,1,0,346,19,tcp,normal
6.53,9507,1060,0,0,0,4,0,0,0,211,369,tcp,normal
9.85,22395,370,0,0,0,4,0,1,0,137,503,tcp,normal
3.26,1428,401,0,1,0,18,0,1,0,438,298,tcp,normal
0.87,67385,243,0,0,0,19,0,1,0,339,391,tcp,normal
7.6,1643,207,0,0,0,2,0,1,0,325,222,tcp,normal
5.91,17926,2311,0,0,0,28,0,0,0,123,422,tcp,normal
0.45,84718,4925,0,0,0,11,0,0,0,266,297,tcp,normal
7.33,33220,1858,0,0,0,23,0,0,2,97,190,tcp,normal
1.14,2365,4140,0,0,0,18,0,1,0,250,299,tcp,normal
5.53,324,1244,0,0,0,1,0,1,0,217,364,tcp,normal
3.15,439,49,0,0,0,5,0,1,0,392,210,icmp,normal
35.22,411,21903,0,1,0,23,0,1,1,184,454,icmp,attack
0.35,754,19220,0,0,0,11,0,1,1,282,460,icmp,normal
8.21,2782,3814,0,0,0,14,0,1,0,288,267,tcp,normal
1.65,10798,93,0,0,0,9,1,0,0,125,432,tcp,attack
3.85,14170,57,0,0,0,23,0,1,1,215,130,tcp,normal
2.03,20390,252,0,0,0,5,0,0,0,12,92,icmp,normal
53.28,18086,81052,0,0,0,11,0,1,0,422,466,tcp,normal
0.33,2330,2313,0,0,0,13,0,1,1,288,471,tcp,normal
7.79,10960,1143,0,0,0,5,0,1,0,96,333,tcp,normal
9.37,1752,1410,0,0,0,21,0,1,0,154,364,tcp,normal
14.79,5475,504,0,0,0,4,0,1,1,130,468,tcp,normal
9.83,1890,973,0,0,0,3,0,1,0,478,24,tcp,normal
2.63,2849,1327,0,0,0,17,0,1,0,167,77,tcp,normal
9.11,1495,346,0,0,0,29,0,1,0,355,411,udp,normal
36.88,84,97,0,0,0,26,0,0,1,261,143,tcp,normal
18.87,1738,1362,0,0,0,13,0,0,0,212,213,tcp,normal
6.04,9952,236,0,0,0,20,0,1,0,60,103,udp,normal
6.49,19909,9531,0,0,0,1,0,1,0,209,2,tcp,normal
1.43,7945,2931,0,0,0,24,0,1,0,407,138,tcp,normal
8.44,440,888,0,1,0,19,0,0,1,481,210,tcp,attack
3.29,1092,261,0,0,0,0,0,1,0,116,179,udp,normal
1.14,120,4284,0,0,0,9,0,1,0,444,485,udp,normal
6.43,11583,4644,0,0,0,0,0,1,0,40,376,tcp,normal
0.46,500,440,0,0,0,9,0,0,0,494,240,icmp,normal
1.28,6276,2240,0,0,0,4,0,0,0,365,329,tcp,normal
2.47,7312,197,0,0,0,26,0,1,0,204,76,tcp,normal
46.71,504,1523,0,0,0,23,0,1,0,313,504,tcp,normal
16.53,5127,213,0,0,0,10,0,0,0,505,445,tcp,normal
7.8,111433,412,0,0,0,6,0,0,0,59,274,tcp,normal
2.65,1478,6163,0,0,0,11,0,1,0,284,117,tcp,normal
7.32,26083,11647,0,0,0,6,0,1,0,248,365,udp,normal
10.47,5077,67,0,0,0,20,0,1,0,389,195,icmp,normal
0.05,5495,806,0,0,0,8,0,1,0,470,276,udp,normal
44.14,2482,4253,0,0,0,4,0,0,0,128,291,udp,normal
9.86,19251,136,0,0,0,0,0,0,1,2,94,tcp,normal
44.44,2176,495,0,0,0,20,0,1,0,41,323,tcp,normal
6.33,9903,3268,0,0,0,29,0,0,0,66,271,tcp,normal
9.77,19327,373,0,0,0,26,0,0,0,289,146,udp,normal
6.19,22713,76,0,0,0,13,0,1,0,453,483,tcp,normal
0.1,9212,561,0,1,0,27,0,1,0,122,316,tcp,normal
18.96,13614,718,0,0,0,18,0,1,0,216,10,udp,normal
5.96,3162,24688,0,0,0,2,0,0,0,467,43,tcp,normal
6.37,1275,121684,0,0,0,29,0,1,1,38,104,tcp,normal
4.46,5767,2147,0,0,0,4,0,1,0,29,328,tcp,normal
5.67,5876,1326,0,0,0,0,0,1,0,105,298,tcp,normal
12.93,5819,118,0,0,0,28,0,0,0,364,373,tcp,normal
12.06,27715,67,0,2,0,23,0,0,2,200,284,tcp,attack
16.52,3191,11197,0,0,0,24,0,1,1,486,57,tcp,normal
36.76,199,57,0,0,0,9,0,0,0,50,225,udp,normal
4.96,50,4109,0,0,0,19,0,0,0,68,209,tcp,normal
4.14,4344,129641,0,0,0,16,0,1,0,71,141,tcp,normal
6.8,23267,142,0,0,0,1,0,1,0,217,487,tcp,normal
1.68,1960,23,0,0,0,27,0,0,0,442,19,tcp,normal
14.19,127664,2864,0,0,0,22,0,1,0,386,366,tcp,normal
