word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_free,word_freq_money,capital_run_longest,capital_run_total,is_spam
0.002,0.089,0.236,0.012,0.131,0.014,0.053,0.29,0.27,10,301,spam
0.001,0.141,0.058,0.02,0.16,0.514,0.026,0.004,0.044,4,457,ham
0.012,0.053,0.481,0.001,0.122,0.033,0.048,0.146,0.011,5,37,spam
0.027,0.055,0.07,0.006,0.072,0.128,0.024,0.17,0.009,1,263,spam
0.025,0.009,0.093,0.015,0.289,0.025,0.019,0.286,0.02,5,280,spam
0.433,0.023,0.022,0.003,0.248,0.21,0.022,0.286,0.014,0,33,spam
0.037,0.017,0.46,0.046,0.186,0.049,0.081,0.108,0.068,13,481,spam
0.014,0.066,0.067,0.314,0.03,0.231,0.046,0.014,0.043,10,2,ham
0.079,0.075,0.06,0.005,0.478,0.042,0.182,0.237,0.184,1,114,spam
0.195,0.297,0.506,0.086,0.058,0.001,0.089,0.143,0.213,5,4,spam
0.113,0.008,0.327,0.006,0.037,0.073,0.033,0.081,0.064,5,148,ham
0.035,0.092,0.03,0.055,0.293,0.074,0.014,0.054,0.219,8,106,ham
0.082,0.075,0.293,0.052,0.153,0.013,0.056,0.026,0.06,7,195,ham
0.125,0.073,0.488,0.117,0.019,0.027,0.065,0.07,0.103,25,291,spam
0.13,0.206,0.016,0.006,0.132,0.153,0.031,0.123,0.018,2,293,ham
0.11,0.023,0.349,0.019,0.443,0.004,0.013,0.13,0.005,1,256,ham
0.205,0.004,0.159,0.005,0.287,0.067,0.041,0.175,0.017,4,21,ham
0.204,0.112,0.221,0.026,0.135,0.076,0.015,0.09,0.029,7,108,ham
0.086,0.042,0.136,0.121,0.064,0.117,0.141,0.505,0.139,2,339,spam
0.056,0.002,0.239,0.076,0.3,0.004,0.05,0.137,0.019,1,212,ham
0.103,0.029,0.007,0.064,0.656,0.088,0.017,0.11,0.014,8,229,ham
0.17,0.037,0.288,0.038,0.312,0.0,0.012,0.01,0.263,7,51,spam
0.001,0.096,0.007,0.107,0.503,0.031,0.063,0.183,0.117,1,79,spam
0.483,0.019,0.122,0.03,0.221,0.069,0.062,0.185,0.064,10,624,spam
0.02,0.053,0.033,0.008,0.38,0.242,0.045,0.175,0.01,1,375,ham
0.064,0.066,0.347,0.091,0.68,0.014,0.048,0.437,0.191,1,36,spam
0.206,0.061,0.075,0.016,0.445,0.019,0.046,0.288,0.011,2,157,spam
0.025,0.365,0.121,0.003,0.722,0.111,0.022,0.404,0.094,11,135,spam
0.065,0.005,0.112,0.007,0.169,0.047,0.139,0.012,0.11,6,117,spam
0.014,0.302,0.296,0.047,0.704,0.098,0.033,0.077,0.051,3,127,spam
0.05,0.087,0.131,0.047,0.292,0.597,0.001,0.077,0.242,1,206,spam
0.019,0.159,0.311,0.015,0.612,0.433,0.021,0.214,0.005,6,683,ham
0.045,0.056,0.015,0.065,0.012,0.044,0.007,0.119,0.17,5,416,ham
0.047,0.06,0.043,0.074,0.322,0.07,0.023,0.301,0.081,22,416,spam
0.499,0.211,0.16,0.127,0.565,0.235,0.047,0.097,0.094,7,243,spam
0.526,0.226,0.588,0.044,0.057,0.01,0.001,0.05,0.433,1,4,spam
0.012,0.027,0.016,0.076,0.325,0.06,0.102,0.069,0.087,7,116,spam
0.129,0.022,0.009,0.07,0.523,0.047,0.047,0.04,0.159,1,143,ham
0.005,0.069,0.034,0.015,0.102,0.035,0.018,0.044,0.017,16,370,ham
0.003,0.231,0.205,0.019,0.156,0.515,0.019,0.049,0.166,0,512,ham
0.011,0.039,0.102,0.033,0.253,0.132,0.031,0.003,0.143,1,120,ham
0.337,0.106,0.349,0.001,0.22,0.049,0.014,0.252,0.345,3,71,spam
0.283,0.123,0.015,0.018,0.012,0.177,0.0,0.102,0.274,0,82,spam
0.022,0.151,0.044,0.032,0.031,0.067,0.001,0.005,0.024,2,173,ham
0.018,0.083,0.071,0.006,0.032,0.206,0.022,0.092,0.063,3,64,spam
0.028,0.051,0.197,0.007,0.091,0.031,0.007,0.472,0.242,3,483,spam
0.072,0.341,0.231,0.031,0.085,0.025,0.001,0.143,0.102,3,108,spam
0.084,0.095,0.027,0.066,0.407,0.028,0.098,0.865,0.062,11,922,spam
0.025,0.13,0.576,0.09,0.255,0.077,0.016,0.155,0.012,4,23,spam
0.141,0.042,0.083,0.04,0.433,0.034,0.035,0.658,0.043,14,42,spam
0.037,0.111,0.25,0.032,0.022,0.016,0.01,0.045,0.109,1,143,ham
0.255,0.03,0.149,0.024,0.199,0.523,0.002,0.068,0.15,2,405,ham
0.107,0.028,0.05,0.011,0.117,0.231,0.068,0.241,0.059,5,87,spam
0.057,0.125,0.374,0.008,0.569,0.101,0.007,0.866,0.006,2,363,spam
0.156,0.074,0.341,0.078,0.369,0.222,0.001,0.349,0.1,2,111,spam
0.17,0.115,0.101,0.031,0.61,0.274,0.044,0.161,0.255,12,383,spam
0.034,0.031,0.178,0.078,0.014,0.113,0.001,0.018,0.069,4,65,ham
0.042,0.091,0.06,0.061,0.383,0.073,0.029,0.091,0.264,2,128,spam
0.275,0.059,0.234,0.011,0.233,0.214,0.017,0.018,0.044,7,65,ham
0.018,0.091,0.074,0.036,0.523,0.084,0.019,0.075,0.217,0,48,spam
0.004,0.034,0.372,0.029,0.212,0.014,0.0,0.06,0.154,4,109,ham
0.061,0.126,0.049,0.028,0.233,0.046,0.167,0.098,0.326,1,82,spam
0.162,0.164,0.003,0.039,0.016,0.059,0.036,0.363,0.157,1,309,spam
0.148,0.03,0.063,0.201,0.331,0.274,0.042,0.033,0.039,0,275,ham
0.252,0.036,0.042,0.084,0.096,0.108,0.055,0.073,0.231,12,89,spam
0.076,0.108,0.142,0.117,0.006,0.208,0.08,0.061,0.111,0,973,spam
0.011,0.119,0.046,0.002,0.021,0.142,0.047,0.07,0.018,4,729,ham
0.089,0.122,0.288,0.008,0.946,0.037,0.072,0.089,0.005,1,500,ham
0.151,0.115,0.055,0.004,0.127,0.127,0.03,0.056,0.046,2,177,ham
0.01,0.05,0.245,0.015,0.608,0.022,0.023,0.571,0.155,3,106,spam
0.019,0.05,0.173,0.029,0.963,0.052,0.087,0.109,0.096,3,75,spam
0.001,0.029,0.857,0.051,0.861,0.164,0.1,0.024,0.075,7,3,ham
0.09,0.017,1.844,0.035,0.64,0.095,0.007,0.126,0.0,12,200,ham
0.218,0.118,0.407,0.117,0.676,0.175,0.039,0.041,0.057,2,161,ham
0.111,0.01,0.285,0.141,0.102,0.029,0.058,0.049,0.017,0,199,ham
0.402,0.278,0.098,0.009,0.049,0.139,0.004,0.067,0.061,11,172,ham
0.007,0.175,0.28,0.096,0.306,0.023,0.133,0.027,0.48,19,30,spam
0.233,0.195,0.628,0.033,0.201,0.079,0.037,0.255,0.212,3,238,spam
0.168,0.237,0.005,0.03,0.031,0.057,0.052,0.314,0.037,3,89,spam
0.038,0.053,0.154,0.077,0.34,0.081,0.01,0.1,0.09,1,145,ham
0.363,0.188,0.049,0.005,0.248,0.015,0.015,0.234,0.07,3,91,spam
0.034,0.017,0.163,0.107,0.596,0.045,0.006,0.099,0.014,2,4,ham
0.22,0.002,0.126,0.056,0.282,0.11,0.015,0.036,0.459,26,418,spam
0.213,0.154,0.171,0.104,0.256,0.082,0.034,0.101,0.055,1,32,ham
0.142,0.008,0.16,0.26,0.174,0.08,0.09,0.163,0.07,2,175,spam
0.083,0.447,0.644,0.036,0.186,0.072,0.038,0.008,0.104,5,429,ham
0.013,0.112,0.161,0.005,0.926,0.288,0.014,0.213,0.021,2,50,ham
0.076,0.14,0.374,0.009,0.045,0.273,0.002,0.271,0.025,3,106,spam
0.044,0.028,0.077,0.02,0.177,0.045,0.049,0.393,0.021,18,95,spam
0.157,0.112,0.115,0.005,0.32,0.043,0.027,0.022,0.049,4,19,ham
0.142,0.004,0.127,0.084,0.17,0.081,0.208,0.0,0.022,12,110,spam
0.241,0.182,0.065,0.018,0.1,0.01,0.076,0.015,0.261,0,131,spam
0.001,0.019,0.096,0.186,0.102,0.036,0.083,0.516,0.125,1,5,spam
0.166,0.12,0.183,0.061,0.08,0.026,0.001,0.29,0.228,14,134,spam
0.279,0.025,0.174,0.01,0.126,0.025,0.075,0.361,0.189,1,20,spam
0.156,0.007,0.202,0.032,0.616,0.102,0.011,0.146,0.121,7,446,spam
0.014,0.066,0.087,0.031,0.211,0.049,0.044,0.15,0.028,3,210,ham
0.008,0.019,0.076,0.034,0.082,0.019,0.03,0.071,0.096,3,12,ham
0.002,0.131,0.189,0.038,0.146,0.219,0.042,0.37,0.021,5,351,spam
0.099,0.027,0.029,0.002,0.034,0.207,0.007,0.354,0.014,7,90,spam
0.099,0.042,0.058,0.058,0.703,0.198,0.031,0.1,0.1,13,51,spam
0.434,0.084,0.009,0.033,0.157,0.05,0.002,0.08,0.098,1,59,ham
0.051,0.034,0.015,0.078,1.18,0.006,0.002,0.268,0.017,6,182,spam
0.04,0.047,0.056,0.084,0.128,0.011,0.054,0.005,0.043,2,17,ham
0.098,0.169,0.004,0.013,0.543,0.032,0.152,0.393,0.007,6,12,spam
0.175,0.02,0.056,0.002,0.089,0.025,0.075,0.118,0.126,1,198,spam
0.276,0.009,0.213,0.061,0.024,0.207,0.032,0.116,0.438,3,802,spam
0.163,0.04,0.013,0.19,0.01,0.429,0.003,0.221,0.135,1,132,spam
0.056,0.055,0.115,0.03,0.28,0.17,0.002,0.208,0.186,2,107,spam
0.101,0.078,0.489,0.015,0.112,0.131,0.009,0.062,0.065,6,588,ham
0.194,0.047,0.313,0.009,0.176,0.089,0.186,0.574,0.01,1,55,spam
0.067,0.156,0.073,0.017,0.512,0.147,0.025,0.859,0.13,6,55,spam
0.024,0.004,0.518,0.02,0.086,0.294,0.093,0.149,0.03,3,471,ham
0.019,0.057,0.08,0.028,0.111,0.092,0.061,0.165,0.049,0,208,spam
0.0,0.048,0.015,0.053,0.56,0.017,0.046,0.162,0.121,2,11,ham
0.127,0.104,1.025,0.016,0.204,0.018,0.148,0.133,0.235,10,224,spam
0.012,0.339,0.408,0.003,0.527,0.088,0.013,0.581,0.067,23,343,spam
0.028,0.071,0.125,0.023,0.141,0.041,0.03,0.056,0.326,2,64,spam
0.035,0.433,0.22,0.097,0.152,0.241,0.1,0.023,0.073,0,97,spam
0.082,0.036,0.222,0.034,0.055,0.095,0.04,0.531,0.013,1,44,spam
0.051,0.003,0.043,0.167,0.744,0.113,0.014,0.048,0.073,8,201,ham
0.112,0.018,0.045,0.035,0.681,0.001,0.012,0.277,0.197,5,218,spam
0.006,0.05,0.127,0.016,1.245,0.069,0.07,0.046,0.077,2,14,ham
0.013,0.038,0.485,0.011,0.154,0.056,0.001,0.645,0.138,2,226,spam
0.069,0.01,0.002,0.059,0.512,0.122,0.123,0.313,0.079,8,215,spam
0.041,0.057,0.305,0.038,0.161,0.048,0.001,0.502,0.079,3,7,spam
0.035,0.041,0.012,0.046,0.182,0.375,0.05,0.603,0.034,7,162,spam
0.007,0.013,0.13,0.07,0.532,0.111,0.046,0.018,0.022,2,190,ham
0.226,0.035,0.203,0.065,0.059,0.108,0.043,0.114,0.033,6,112,spam
0.118,0.218,0.232,0.002,0.075,0.252,0.032,0.209,0.058,3,463,ham
0.013,0.036,0.012,0.081,0.113,0.534,0.096,0.324,0.166,4,80,spam
0.007,0.125,0.108,0.038,0.466,0.022,0.054,0.055,0.177,5,14,spam
0.368,0.095,0.175,0.025,0.14,0.166,0.076,0.492,0.018,3,223,spam
0.114,0.056,0.014,0.039,0.133,0.018,0.006,0.05,0.08,3,186,ham
0.054,0.027,0.029,0.047,2.022,0.061,0.003,0.402,0.054,2,903,spam
0.121,0.046,0.218,0.008,0.145,0.011,0.001,0.144,0.085,21,53,spam
0.141,0.09,0.147,0.027,0.085,0.098,0.008,0.145,0.104,12,101,ham
0.151,0.043,0.035,0.02,0.293,0.063,0.055,0.094,0.033,4,124,ham
0.065,0.024,0.153,0.022,0.486,0.099,0.034,0.022,0.252,0,395,spam
0.056,0.012,0.488,0.005,0.022,0.113,0.07,0.085,0.274,1,107,spam
0.001,0.212,0.003,0.009,0.289,0.097,0.011,0.111,0.011,10,296,ham
0.261,0.058,0.206,0.009,0.011,0.035,0.023,0.13,0.121,13,34,spam
0.092,0.098,0.015,0.023,0.224,0.181,0.11,0.269,0.003,1,105,spam
0.023,0.067,0.001,0.112,0.089,0.08,0.137,0.087,0.005,7,34,spam
0.252,0.206,0.033,0.012,0.11,0.067,0.127,0.104,0.317,5,598,spam
0.246,0.079,0.11,0.027,0.189,0.435,0.085,0.473,0.119,2,39,spam
0.453,0.066,0.324,0.019,0.786,0.033,0.058,0.279,0.039,3,109,spam
0.207,0.258,0.066,0.077,0.372,0.075,0.122,0.005,0.111,6,17,ham
0.611,0.127,0.197,0.003,0.829,0.115,0.063,0.334,0.187,1,509,spam
0.028,0.012,0.106,0.011,0.324,0.013,0.154,0.92,0.205,1,196,spam
0.185,0.02,0.053,0.012,0.002,0.044,0.001,0.562,0.002,0,656,spam
0.173,0.155,0.144,0.248,0.093,0.162,0.127,0.362,0.171,12,9,spam
0.026,0.181,0.319,0.042,0.709,0.027,0.041,0.198,0.192,4,38,spam
0.01,0.079,0.357,0.007,0.309,0.068,0.006,0.065,0.091,4,96,ham
0.388,0.081,0.375,0.016,1.199,0.1,0.012,0.213,0.065,6,194,spam
0.035,0.1,0.083,0.009,0.051,0.111,0.096,0.238,0.012,22,80,spam
0.205,0.058,0.315,0.007,0.106,0.13,0.035,0.066,0.027,1,249,ham
0.0,0.114,0.048,0.08,0.135,0.201,0.203,0.059,0.067,1,36,spam
0.002,0.011,0.268,0.034,0.119,0.05,0.006,0.101,0.2,2,184,spam
0.063,0.325,0.593,0.05,0.087,0.123,0.027,0.205,0.163,12,101,spam
0.027,0.139,0.003,0.02,0.176,0.132,0.02,0.069,0.069,3,142,ham
0.117,0.1,0.116,0.04,0.308,0.036,0.036,0.162,0.154,8,169,spam
0.083,0.038,0.209,0.015,0.112,0.345,0.05,0.459,0.145,1,12,spam
0.008,0.018,0.242,0.018,0.025,0.2,0.054,0.07,0.087,3,515,spam
0.018,0.053,0.039,0.053,0.37,0.034,0.0,0.676,0.025,1,308,spam
0.049,0.108,0.716,0.008,0.184,0.112,0.005,0.128,0.043,3,117,ham
0.021,0.1,0.191,0.048,0.244,0.127,0.002,0.021,0.018,2,159,ham
0.157,0.048,0.036,0.096,0.182,0.056,0.1,0.011,0.001,4,7,ham
0.054,0.095,0.004,0.006,0.663,0.199,0.019,0.083,0.008,8,138,ham
0.01,0.168,0.306,0.114,0.245,0.117,0.023,0.06,0.143,14,111,ham
0.066,0.003,0.017,0.004,0.77,0.107,0.03,0.371,0.003,2,94,spam
0.01,0.06,0.03,0.021,0.214,0.025,0.095,0.268,0.051,7,338,spam
0.014,0.142,0.171,0.047,0.104,0.052,0.001,0.432,0.425,11,40,spam
0.027,0.079,0.185,0.041,0.132,0.057,0.006,0.178,0.159,1,39,spam
0.196,0.105,0.232,0.005,0.222,0.132,0.058,0.114,0.139,4,147,spam
0.259,0.073,0.1,0.08,0.227,0.096,0.166,0.063,0.032,5,232,spam
0.175,0.481,0.297,0.181,0.349,0.009,0.051,0.175,0.103,2,5,spam
0.041,0.006,0.733,0.01,0.076,0.037,0.015,0.192,0.069,0,158,spam
0.032,0.068,0.063,0.113,0.323,0.064,0.037,0.1,0.098,1,71,spam
0.08,0.01,0.243,0.041,0.452,0.133,0.184,0.552,0.057,4,283,spam
0.128,0.017,0.528,0.137,0.339,0.136,0.038,0.204,0.076,1,127,spam
0.502,0.048,0.232,0.01,0.197,0.067,0.023,0.363,0.446,2,359,spam
0.014,0.017,0.229,0.079,1.437,0.012,0.024,0.194,0.04,6,101,ham
0.005,0.332,0.051,0.003,0.156,0.035,0.171,0.076,0.024,3,351,spam
0.119,0.293,0.153,0.107,0.034,0.029,0.063,0.267,0.06,0,252,spam
0.179,0.041,0.165,0.056,0.517,0.152,0.058,0.052,0.074,3,352,ham
0.187,0.102,0.241,0.023,0.072,0.02,0.013,0.182,0.009,42,335,spam
0.113,0.076,1.15,0.011,0.375,0.063,0.041,0.103,0.164,2,133,spam
0.308,0.169,0.007,0.085,0.059,0.111,0.022,0.032,0.055,2,92,ham
0.072,0.099,0.013,0.046,0.005,0.335,0.014,0.107,0.053,1,290,ham
0.245,0.0,0.016,0.022,0.052,0.718,0.113,0.074,0.108,2,90,spam
0.344,0.144,0.272,0.029,0.142,0.306,0.024,0.024,0.148,4,19,ham
0.188,0.137,0.029,0.088,0.034,0.127,0.017,0.347,0.426,17,392,spam
0.037,0.071,0.195,0.021,0.066,0.137,0.134,0.138,0.019,5,101,spam
0.022,0.233,0.079,0.005,0.434,0.142,0.011,0.085,0.042,3,28,ham
0.079,0.239,0.122,0.121,0.441,0.198,0.068,0.141,0.018,2,208,ham
0.06,0.074,0.049,0.024,0.51,0.303,0.053,0.281,0.213,0,441,spam
0.21,0.094,0.402,0.021,0.552,0.059,0.127,0.004,0.08,0,395,ham
0.011,0.566,0.176,0.011,0.164,0.054,0.089,0.158,0.191,8,162,spam
0.03,0.035,0.579,0.114,0.606,0.062,0.061,0.13,0.421,3,18,spam
0.139,0.039,0.171,0.012,0.224,0.108,0.019,0.447,0.08,0,239,spam
0.01,0.02,0.026,0.051,0.191,0.149,0.034,0.162,0.013,2,188,spam
0.039,0.226,0.037,0.106,0.38,0.204,0.145,0.03,0.045,2,47,spam
0.049,0.136,0.903,0.002,0.072,0.061,0.001,0.098,0.004,8,462,ham
0.097,0.011,0.259,0.088,0.467,0.045,0.079,0.194,0.189,3,18,spam
0.017,0.4,0.01,0.026,0.168,0.41,0.015,0.009,0.002,8,93,ham
0.197,0.131,0.243,0.054,0.041,0.026,0.01,0.432,0.09,5,20,spam
0.059,0.19,0.106,0.023,0.038,0.025,0.013,0.014,0.011,0,486,ham
0.249,0.005,0.073,0.059,0.054,0.126,0.003,0.006,0.001,17,7,ham
0.063,0.07,0.033,0.015,0.664,0.02,0.241,0.0,0.03,1,111,spam
0.032,0.12,0.366,0.001,1.411,0.051,0.102,0.23,0.08,2,396,spam
0.015,0.078,0.013,0.148,0.132,0.035,0.037,0.122,0.008,8,58,ham
0.0,0.11,0.068,0.001,0.104,0.018,0.063,0.022,0.095,1,22,ham
0.076,0.17,0.073,0.087,0.074,0.087,0.041,0.388,0.111,3,27,spam
0.011,0.047,0.035,0.009,0.521,0.047,0.083,0.045,0.35,10,104,spam
0.05,0.189,0.142,0.025,0.07,0.062,0.093,0.079,0.23,5,112,spam
0.089,0.018,0.002,0.086,0.773,0.022,0.013,0.039,0.084,2,253,ham
0.032,0.032,0.072,0.012,0.33,0.146,0.031,0.523,0.158,5,54,spam
0.019,0.004,0.543,0.1,0.682,0.038,0.05,0.284,0.045,8,242,spam
0.149,0.045,0.074,0.034,0.242,0.042,0.192,0.257,0.088,3,1377,spam
0.293,0.048,0.089,0.023,0.352,0.029,0.057,0.009,0.052,4,399,ham
0.011,0.164,0.128,0.054,0.29,0.057,0.114,0.148,0.041,22,202,spam
0.017,0.106,0.165,0.021,0.534,0.062,0.094,0.171,0.13,17,562,spam
0.322,0.057,0.331,0.021,0.542,0.075,0.044,0.096,0.035,4,945,spam
0.004,0.106,0.042,0.066,0.267,0.343,0.112,0.078,0.048,1,169,ham
0.38,0.005,0.411,0.019,0.3,0.235,0.024,0.382,0.046,6,64,spam
0.0,0.02,0.283,0.011,0.765,0.094,0.024,0.005,0.204,2,493,ham
0.207,0.099,0.256,0.082,0.797,0.004,0.076,0.196,0.019,6,372,spam
0.037,0.103,0.018,0.082,0.327,0.095,0.007,0.1,0.048,2,18,ham
0.279,0.149,0.004,0.034,0.002,0.009,0.018,0.219,0.219,6,551,spam
0.038,0.052,0.18,0.037,0.033,0.124,0.047,0.044,0.002,2,91,ham
0.106,0.128,0.398,0.06,0.585,0.049,0.027,0.055,0.295,14,78,spam
0.008,0.115,0.176,0.036,0.027,0.182,0.141,0.177,0.229,1,84,spam
0.028,0.331,0.048,0.027,0.072,0.286,0.159,0.782,0.054,0,77,spam
0.149,0.024,0.019,0.264,0.079,0.054,0.035,0.735,0.106,8,145,spam
0.075,0.08,0.241,0.008,0.275,0.062,0.039,0.057,0.472,3,173,spam
0.263,0.092,0.256,0.045,0.258,0.089,0.064,0.022,0.081,3,111,spam
0.056,0.661,0.038,0.109,0.103,0.022,0.031,0.178,0.01,14,106,ham
0.204,0.022,0.006,0.058,0.07,0.262,0.011,0.109,0.192,4,267,spam
0.06,0.074,0.105,0.106,0.434,0.057,0.069,0.287,0.014,5,1,spam
0.388,0.042,0.175,0.02,0.822,0.018,0.067,0.15,0.03,0,587,spam
0.321,0.075,0.245,0.016,0.016,0.144,0.014,0.143,0.207,6,251,spam
0.04,0.026,0.332,0.095,0.043,0.025,0.089,0.208,0.03,2,246,spam
0.217,0.005,0.189,0.025,0.308,0.015,0.048,0.027,0.137,3,110,ham
0.188,0.085,0.024,0.062,0.49,0.083,0.013,0.226,0.059,8,675,spam
0.024,0.041,0.23,0.008,0.47,0.111,0.053,0.134,0.143,4,0,spam
0.098,0.02,0.829,0.07,0.382,0.084,0.013,0.343,0.026,22,16,spam
0.008,0.039,0.472,0.04,0.655,0.107,0.015,0.03,0.054,8,326,ham
0.181,0.005,0.411,0.016,0.074,0.012,0.094,0.072,0.038,7,268,spam
0.019,0.3,0.072,0.034,0.034,0.065,0.133,0.6,0.029,4,63,spam
0.007,0.087,0.278,0.06,0.287,0.044,0.015,0.161,0.038,3,181,spam
0.051,0.169,0.381,0.001,0.518,0.363,0.132,0.53,0.039,0,152,spam
0.086,0.055,0.227,0.051,0.262,0.005,0.014,0.234,0.311,0,150,spam
0.193,0.234,0.058,0.039,0.989,0.035,0.006,0.522,0.076,0,181,spam
0.366,0.066,0.615,0.012,0.476,0.284,0.003,0.076,0.062,16,1015,ham
0.058,0.085,0.12,0.07,0.362,0.41,0.014,0.019,0.07,2,874,ham
0.006,0.068,0.028,0.018,0.019,0.174,0.024,0.324,0.555,6,800,spam
0.138,0.132,0.023,0.016,0.034,0.008,0.131,0.326,0.106,5,159,spam
0.083,0.084,0.209,0.032,0.461,0.082,0.014,0.193,0.122,4,77,spam
0.059,0.032,0.115,0.056,0.066,0.051,0.023,0.173,0.038,4,164,ham
0.037,0.016,0.02,0.132,0.009,0.164,0.066,0.493,0.064,2,195,spam
0.07,0.093,0.27,0.008,0.725,0.006,0.018,0.039,0.02,11,75,ham
0.041,0.067,0.321,0.025,0.664,0.022,0.058,0.192,0.116,13,200,spam
0.141,0.01,0.258,0.003,0.074,0.067,0.028,0.01,0.042,5,195,ham
0.079,0.05,0.045,0.071,0.455,0.017,0.011,0.03,0.138,10,468,ham
0.209,0.072,0.234,0.03,0.015,0.118,0.066,0.115,0.024,0,54,spam
0.078,0.175,0.002,0.061,0.101,0.172,0.001,0.344,0.052,1,239,spam
0.027,0.008,0.073,0.019,0.293,0.122,0.017,0.264,0.064,4,120,spam
0.19,0.043,0.102,0.093,0.432,0.058,0.022,0.73,0.018,9,28,spam
0.081,0.173,0.361,0.038,0.003,0.211,0.031,0.009,0.007,2,76,ham
0.023,0.105,0.099,0.144,0.118,0.015,0.057,0.096,0.038,4,12,ham
0.098,0.034,0.002,0.004,0.072,0.03,0.031,0.035,0.079,0,77,ham
0.044,0.187,0.087,0.036,2.013,0.067,0.045,0.008,0.106,22,14,spam
0.186,0.068,0.138,0.073,0.333,0.006,0.045,0.061,0.055,7,519,ham
0.06,0.069,0.595,0.046,0.156,0.01,0.023,0.056,0.069,2,21,ham
0.13,0.375,0.566,0.001,0.024,0.051,0.136,0.109,0.078,20,340,spam
0.01,0.294,0.04,0.179,0.274,0.288,0.156,0.03,0.072,0,473,spam
0.05,0.044,0.041,0.018,0.308,0.239,0.044,0.134,0.009,3,126,ham
0.409,0.015,0.036,0.014,0.509,0.063,0.004,0.505,0.052,0,11,spam
0.165,0.039,0.311,0.033,0.102,0.015,0.034,0.276,0.023,2,181,spam
0.017,0.003,0.001,0.039,1.196,0.02,0.01,0.369,0.076,1,54,spam
0.033,0.002,0.027,0.073,0.174,0.047,0.033,0.327,0.142,2,39,spam
0.04,0.05,0.154,0.025,0.105,0.024,0.01,0.099,0.087,15,167,ham
0.105,0.283,0.057,0.029,0.129,0.009,0.061,0.247,0.025,3,88,spam
0.141,0.205,0.019,0.038,0.22,0.112,0.004,0.281,0.023,2,262,spam
0.138,0.072,0.089,0.025,0.828,0.087,0.153,0.046,0.004,5,179,spam
0.071,0.083,0.064,0.123,0.399,0.034,0.011,0.394,0.056,6,354,spam
0.167,0.001,0.143,0.095,0.258,0.151,0.054,0.122,0.057,21,12,spam
0.057,0.024,0.775,0.03,0.053,0.15,0.124,0.003,0.027,4,54,ham
0.013,0.003,0.027,0.0,0.049,0.068,0.014,0.206,0.145,7,167,spam
0.083,0.14,0.093,0.116,0.209,0.01,0.136,0.226,0.049,2,425,spam
0.304,0.016,0.538,0.007,0.391,0.251,0.025,0.16,0.111,1,336,spam
0.158,0.203,0.419,0.014,0.417,0.11,0.162,0.048,0.102,3,228,spam
0.086,0.103,0.1,0.008,0.077,0.028,0.178,0.132,0.093,3,171,spam
0.104,0.026,0.24,0.01,0.032,0.094,0.01,0.102,0.239,3,200,ham
0.267,0.017,0.018,0.081,0.146,0.052,0.089,0.735,0.002,6,48,spam
0.056,0.099,0.249,0.043,0.751,0.101,0.011,0.348,0.007,3,181,spam
0.04,0.231,0.721,0.156,0.236,0.064,0.013,0.287,0.128,15,136,spam
0.378,0.127,0.154,0.013,0.116,0.066,0.004,0.04,0.044,20,97,ham
0.199,0.043,0.138,0.033,0.117,0.133,0.009,0.08,0.431,4,437,spam
0.039,0.089,0.041,0.19,0.042,0.095,0.05,0.096,0.024,4,354,ham
0.062,0.037,0.201,0.088,0.192,0.008,0.03,0.136,0.02,3,16,spam
0.054,0.707,0.179,0.065,0.47,0.007,0.078,0.006,0.089,2,850,spam
0.016,0.138,0.211,0.01,1.038,0.036,0.02,0.18,0.033,21,52,spam
0.317,0.095,0.005,0.073,0.209,0.056,0.173,0.089,0.042,0,49,spam
0.052,0.055,0.159,0.021,0.055,0.032,0.003,0.165,0.254,3,576,spam
0.208,0.096,0.181,0.038,0.345,0.105,0.003,0.002,0.003,1,118,ham
0.021,0.042,0.047,0.047,0.424,0.022,0.06,0.078,0.076,6,327,ham
0.079,0.003,0.047,0.047,0.022,0.122,0.109,0.293,0.041,1,68,spam
0.002,0.05,0.065,0.065,0.569,0.148,0.079,0.139,0.042,11,413,spam
0.144,0.267,0.249,0.054,0.53,0.013,0.034,0.311,0.028,2,357,spam
0.087,0.098,0.186,0.004,0.192,0.105,0.016,0.24,0.014,12,147,spam
0.098,0.009,0.374,0.031,0.247,0.326,0.001,0.386,0.004,22,244,spam
0.005,0.216,0.07,0.055,0.375,0.021,0.036,0.001,0.44,7,665,spam
0.024,0.031,0.486,0.018,0.339,0.24,0.032,0.061,0.108,5,120,ham
0.008,0.028,0.272,0.019,0.005,0.093,0.021,0.159,0.15,1,136,spam
0.034,0.035,0.101,0.007,0.039,0.089,0.043,0.566,0.007,14,257,spam
0.099,0.086,0.02,0.027,0.053,0.005,0.065,0.228,0.001,7,98,spam
0.084,0.079,0.059,0.216,0.423,0.138,0.06,0.122,0.092,2,650,ham
0.095,0.068,0.628,0.017,0.174,0.065,0.015,0.028,0.129,3,8,ham
0.08,0.126,0.074,0.038,0.237,0.128,0.044,0.136,0.05,0,103,spam
0.032,0.038,0.08,0.068,0.444,0.166,0.008,0.116,0.049,5,250,ham
0.028,0.152,0.042,0.001,0.125,0.074,0.006,0.301,0.049,1,112,ham
